"country","face","unit","year","type","grade","exchange","value","cost","worth","source","comments"
"australia","dollar","1","2003","coin","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","g","cong-duc pham","$0.86","$0.00","$0.86","centenary of women's suffrage"
"australia","dollar","1","2007","coin","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","g","cong-duc pham","$0.86","$0.00","$0.86","apec"
"australia","dollar","2","1985","note","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","unc","$1.72","$4.50","$4.50","ebay: michael maceyko","paper macarthur farrer"
"australia","dollar","2","1996","coin","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$1.72","$1.20","$1.72","allison powell","elizabeth ii aborigine"
"australia","dollar","2","1999","coin","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$1.72","$0.00","$1.72","arvind natrajan","old elizabeth ii aborigine"
"australia","dollar","5","1985","note","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","unc","$4.30","$5.99","$5.99","ebay: michael maceyko","paper banks caroline chisholm"
"australia","dollar","5","NULL","note","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$4.30","$3.00","$4.30","allison powell","elizabeth ii"
"australia","dollar","10","1985","note","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","unc","$8.60","$13.01","$13.01","ebay: michael maceyko","paper greenway henry lawson"
"australia","dollar","10","NULL","note","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$8.60","$6.00","$8.60","allison powell","mary gilmore"
"australia","dollar","20","NULL","note","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","allison powell","$17.21","$12.00","$17.21"
"australia","dollar","50","NULL","note","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$43.02","$0.00","$43.02","arvind natrajan","edith d. gowan"
"australia","dollar","100","NULL","note","0.860393&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","arvind natrajan","$86.04","$0.00","$86.04","john monash"
"austria","2","heller","1894","coin","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","NULL","two-headed eagle"
"austria","20","heller","1920","note","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.02","$0.22","$0.22","ebay: michael cartz"
"austria","50","heller","1920","note","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: michael cartz","$0.05","$0.22","$0.22"
"austria","1","groschen","1881","coin","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.01","$0.01","ebay: tom yancey"
"austria","groschen","2","1925","coin","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: randall leis","cross"
"austria","groschen","2","1966","coin","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","susan harris"
"austria","groschen","5","1965","coin","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","ebay: randall leis","eagle"
"austria","groschen","10","1994","coin","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.01","$0.01","travel to austria","eagle"
"austria","groschen","20","1954","coin","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.02","$0.19","$0.19","ebay: sean sewell","eagle"
"austria","groschen","50","1984","coin","NULL","0.001024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.05","$0.06","$0.06","travel to austria"
"austria","1","schilling","1914","coin","NULL","0.1024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.10","$0.99","$0.99","ebay: steven hanover","franz ferdinand karl ludwig joseph maria"
"austria","schilling","1","1997","coin","0.1024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.10","$0.13","$0.13","travel to austria","edelweiss"
"austria","schilling","5","1990","coin","0.1024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","travel to austria","$0.51","$0.63","$0.63","lipizzaner rider and stallion"
"austria","schilling","10","1974","coin","0.1024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","travel to austria","$1.02","$1.25","$1.25","eagle"
"austria","schilling","20","1956","note","0.1024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$2.05","$1.55","$2.05","charlottesville coin store","auer von welsbach"
"austria","schilling","20","1986","note","0.1024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$2.05","$2.50","$2.50","travel to austria","moritz m daffinger"
"austria","schilling","50","1967","coin","0.1024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$5.12","$0.00","$5.12","rashmi srinivasa","strauss"
"austria","schilling","50","1986","note","0.1024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$5.12","$6.25","$6.25","travel to austria","sigmund freud"
"austria","schilling","100","1984","note","0.1024647&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","travel to austria","$10.25","$12.50","$12.50","eugen bohm von bawerk"
"bahamas","1","cent","1966","coin","NULL","0.01&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","ebay: tom yancey","elizabeth ii"
"bahamas","1","cent","1992","coin","f","0.01&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.20","$0.20","charlottesville teachers store","starfish blue marlin and flamingo"
"bahamas","1","cent","2006","coin","vg","0.01&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","charlottesville teachers store","$0.01","$0.01","$0.01","starfish blue marlin and flamingo no dots"
"bahamas","1","cent","2009","coin","vf","0.01&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","charlottesville teachers store","$0.01","$0.01","$0.01","starfish blue marlin and flamingo smaller"
"bahamas","5","cent","1987","coin","NULL","0.01&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.05","$0.00","$0.05","ebay: randall leis","pineapple"
"bahamas","10","cent","2005","coin","f","0.01&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.10","$0.10","$0.10","mit majithia","fishes"
"bahamas","25","cent","2000","coin","f","0.01&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","mit majithia","$0.25","$0.25","$0.25","sailboat"
"bahamas","1","dollar","1974","note","g","1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$1.00","$1.00","$1.00","charlottesville coin store","sea garden"
"bahamas","dollar","1","2001","note","1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","$1.00","$0.00","$1.00","arvind natrajan","lynden o pindling"
"bahamas","dollar","1","2008","note","1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vg","$1.00","$1.00","$1.00","travel to bahamas","lynden o pindling larger face"
"bahamas","dollar","5","2005","note","1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vg","$5.00","$5.00","$5.00","mit majithia","cecil wallace-whitfield"
"bahamas","dollar","10","2001","note","1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vg","mit majithia","$10.00","$10.00","$10.00","hope town abaco"
"bahamas","dollar","20","2006","note","1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","mit majithia","$20.00","$20.00","$20.00","milo b butler"
"bahamas","dollar","50","2000","note","1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","mit majithia","$50.00","$50.00","$50.00","roland t symonette pink-green"
"bahamas","dollar","50","2006","note","1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vg","mit majithia","$50.00","$50.00","$50.00","roland t symonette yellow-green"
"bahamas","dollar","100","2000","note","1&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vf","mit majithia","$100.00","$100.00","$100.00","blue marlin"
"bahrain","5","rial","1426=2005","coin","f","0.00266411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.01","$0.01","marvin gibson","kingdom"
"bahrain","10","rial","1424=2004","coin","f","0.00266411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.03","$0.03","$0.03","marvin gibson","kingdom"
"bahrain","25","rial","1420=2000","coin","vf","0.00266411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.07","$0.00","$0.07","arvind natrajan","state"
"bahrain","25","rial","1423=2002","coin","vf","0.00266411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","arvind natrajan","$0.07","$0.00","$0.07","kingdom"
"bahrain","50","rial","1426=2005","coin","g","0.00266411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.13","$0.13","$0.13","marvin gibson","kingdom"
"bahrain","100","rial","1385=1965","coin","g","0.00266411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.27","$0.00","$0.27","ebay: mark camp"
"bahrain","100","rial","1412=1992","coin","vg","0.00266411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.27","$0.00","$0.27","arvind natrajan","state"
"bahrain","100","rial","1427=2006","coin","f","0.00266411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.27","$0.27","$0.27","marvin gibson","kingdom"
"bahrain","0.5","dinar","NULL","note","vf","2.66411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","marvin gibson","$1.33","$1.33","$1.33","weaver"
"bahrain","dinar","1","NULL","note","2.66411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vg","$2.66","$2.65","$2.66","arvind natrajan","building"
"bahrain","dinar","5","NULL","note","2.66411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","vg","$13.32","$13.32","$13.32","marvin gibson","airport"
"bahrain","dinar","10","NULL","note","2.66411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","marvin gibson","$26.64","$26.64","$26.64","port"
"bahrain","dinar","20","NULL","note","2.66411&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","f","marvin gibson","$53.28","$53.28","$53.28","mosque"
"bangladesh","25","paisa","1998","coin","NULL","0.0001727&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: randall leis","lotus"
"bangladesh","1","taka","NULL","note","NULL","0.01727&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.02","$0.50","$0.50","charlottesville coin store","deer"
"bangladesh","taka","1","1975","coin","0.01727&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","unc","$0.02","$0.00","$0.02","bruce broker","family"
"bangladesh","taka","2","NULL","note","0.01727&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.00","$0.03","ebay: david steinberg","bird"
"bangladesh","taka","5","NULL","note","0.01727&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.09","$0.00","$0.09","arvind natrajan","dock"
"barbados","1","cent","1973","coin","NULL","0.0050246&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.01","$0.00","$0.01","kendall starbucks"
"barbados","10","cent","1973","coin","vf","0.0050246&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.05","$0.00","$0.05","bruce broker","bird"
"barbados","2","dollar","NULL","note","NULL","0.50246&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$1.00","$1.00","$1.00","charlottesville coin store","john redman bovell"
"belarus","50","kopek","1992","note","NULL","0.00000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","jean ohanessian","squirrel"
"belarus","1","rouble","1992","note","NULL","0.000000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","constantin reif","hare"
"belarus","rouble","5","1992","note","0.000000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.22","$0.22","ebay: michael cartz","wolves"
"belarus","rouble","10","1992","note","0.000000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","constantin reif","lynx"
"belarus","rouble","25","1992","note","0.000000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","ebay: david steinberg","moose"
"belarus","rouble","50","1992","note","0.000000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","jean ohanessian","bear"
"belarus","rouble","100","1992","note","0.000000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","ebay: david steinberg","yak"
"belarus","rouble","1000","1998","note","0.000000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.00","$0.00","$0.00","jean ohanessian","building"
"belarus","rouble","5000","1998","note","0.000000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","jean ohanessian","$0.00","$0.00","$0.00","houses"
"belarus","rouble","100000","1996","note","0.000000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","jean ohanessian","$0.05","$0.00","$0.05","dancers theatre"
"belarus","rouble","1","2000","note","NULL","0.000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","jean ohanessian","$0.00","$0.00","$0.00","building"
"belarus","rouble","5","2000","0.000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.00","$0.00","$0.00","ebay: david steinberg","troitsk village in minsk"
"belarus","rouble","10","2000","0.000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","ebay: david steinberg","$0.01","$0.00","$0.01","national library"
"belarus","rouble","20","2000","0.000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","ebay: david steinberg","$0.01","$0.00","$0.01","national bank"
"belarus","rouble","50","2000","0.000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","ebay: david steinberg","$0.03","$0.00","$0.03","brest fortress"
"belarus","rouble","100","2000","0.000542888&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","note","NULL","$0.05","$0.22","$0.22","ebay: michael cartz","dancers theatre"
"belgium","1","centime","NULL","coin","NULL","0.000349543&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: tom yancey","leopold i"
"belgium","2","centime","1873","coin","NULL","0.000349543&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$1.00","$1.00","charlottesville coin store","leopold ii"
"belgium","5","centime","1862","coin","NULL","0.000349543&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: tom yancey","leopold i"
"belgium","5","centime","1906","coin","NULL","0.000349543&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","$0.00","$0.00","$0.00","ebay: randall leis","hole"
"belgium","25","centime","1973","coin","NULL","0.000349543&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: randall leis","$0.01","$0.00","$0.01"
"belgium","50","centime","1988","coin","NULL","0.000349543&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: randall leis","$0.02","$0.00","$0.02"
"belgium","1","franc","1929","coin","NULL","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","ebay: randall leis","$0.03","$0.00","$0.03"
"belgium","franc","1","1944","coin","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.08","$0.08","frederick mall md","lion"
"belgium","franc","1","1963","coin","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.50","$0.50","store in cerillos nm","victory"
"belgium","franc","1","1989","coin","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.03","$0.03","travel to belgium","baudouin i"
"belgium","franc","1","1998","coin","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.03","$0.00","$0.03","ebay: randall leis","albert ii"
"belgium","franc","5","1938","note","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.17","$0.50","$0.50","maryland stamps & coins"
"belgium","franc","5","1943","note","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.17","$0.22","$0.22","ebay: michael cartz"
"belgium","franc","5","1943","coin","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.17","$0.00","$0.17","ebay: randall leis","leopold iii"
"belgium","franc","5","1949","coin","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.17","$0.00","$0.17","glenn wasson","victory"
"belgium","franc","5","1986","coin","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.17","$0.14","$0.17","travel to belgium"
"belgium","franc","20","1964","note","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.70","$0.50","$0.70","charlottesville coin store","atoms"
"belgium","franc","20","1982","coin","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$0.70","$0.55","$0.70","travel to belgium"
"belgium","franc","50","1945","note","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","$1.75","$0.22","$1.75","ebay: michael cartz","woman farmer on horseback"
"belgium","franc","50","1966","note","0.034954323&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;","NULL","ebay: michael cartz","$1.75","$0.22","$1.75","leopold iii and queen"
