"country","city","airport","3lett","4lett"
"canada","cornwall ontario","cornwall regl","ycc","cycc"
"canada","coronation alberta","coronation","yct","cyct"
"canada","courtenay british columbia","courtenay","yca","cah3"
"canada","cowley alberta","cowley","yym","cyym"
"canada","cranbrook british columbia","cranbrook","yxc","cyxc"
"canada","cross lake manitoba","sinclair meml","ycr","cycr"
"canada","dauphin manitoba","barker","ydn","cydn"
"canada","davis inlet newfoundland","davis inlet","ydi","ccb4"
"canada","dawson creek british columbia","dawson creek","ydq","cydq"
"canada","dawson yukon territory","dawson","yda","cyda"
"canada","dease lake british columbia","dease lake","ydl","cydl"
"canada","deer lake newfoundland","deer lake","ydf","cydf"
"canada","deer lake ontario","deer lake","yvz","cyvz"
"canada","deline northwest territories","deline","ywj","cywj"
"canada","digby nova scotia","digby","ydg","cyid"
"canada","dolbeau-st-methode quebec","dolbeau-st-methode","ydo","cydo"
"canada","drayton valley alberta","industrial","ydc","cer3"
"canada","dryden ontario","dryden regl","yhd","cyhd"
"canada","duncan british columbia","duncan","duq","cam3"
"canada","earlton ontario","earlton (timiskaming reg'l)","yxr","cyxr"
"canada","eastmain river quebec","eastmain river","zem","czem"
"canada","edmonton alberta","edmonton city center","yxd","cyxd"
"canada","edmonton alberta","edmonton intl","yeg","cyeg"
"canada","edson alberta","edson","yet","cyet"
"canada","elliot lake ontario","elliot lake mun","yel","cyel"
"canada","estevan saskatchewan","estevan","yen","cyen"
"canada","eureka northwest territories","eureka","yeu","cyeu"
"canada","fairmont hot springs british","fairmont hot springs","ycz","cycz"
"canada","fairview alberta","fairview","zfw","ceb5"
"canada","faro yukon territory","faro","zfa","czfa"
"canada","flin flon manitoba","flin flon","yfo","cyfo"
"canada","fond-du-lac saskatchewan","fond-du-lac","zfd","czfd"
"canada","fredericton new brunswick","fredericton","yfc","cyfc"
"canada","ft albany ontario","ft albany","yfa","cyfa"
"canada","ft chipewyan alberta","ft chipewyan","ypy","cypy"
"canada","ft frances ontario","ft frances mun","yag","cyag"
"canada","ft good hope northwest territ","ft good hope","ygh","cygh"
"canada","ft hope ontario","ft hope","yfh","cyfh"
"canada","ft liard northwest territorie","ft liard","yjf","cyjf"
"canada","ft mc murray alberta","ft mc murray","ymm","cymm"
"canada","ft mc pherson northwest terri","ft mc pherson","zfm","czfm"
"canada","ft nelson british columbia","ft nelson","yye","cyye"
"canada","ft norman northwest territori","tulita","zfn","czfn"
"canada","ft resolution northwest terri","ft resolution","yfr","cyfr"
"canada","ft severn ontario","ft severn","yer","cyer"
"canada","ft simpson northwest territor","ft simpson","yfs","cyfs"
"canada","ft smith northwest territorie","ft smith","ysm","cysm"
"canada","ft st john british columbia","ft st john","yxj","cyxj"
"canada","gander newfoundland","gander intl","yqx","cyqx"
"canada","gaspe quebec","gaspe","ygp","cygp"
"canada","gatineau quebec","ottawa/gatineau","ynd","cynd"
"canada","geraldton ontario","greenstone regl","ygq","cygq"
"canada","gillam manitoba","gillam","ygx","cygx"
"canada","gimli manitoba","gimli industrial park","ygm","cygm"
"canada","gjoa haven northwest territor","gjoa haven","yhk","cyhk"
"canada","gods lake narrows manitoba","gods lake narrows","ygo","cygo"
"canada","gods river manitoba","gods river","zgi","czgi"
"canada","goose bay newfoundland","goose","yyr","cyyr"
"canada","gore bay ontario","gore bay-manitoulin","yze","cyze"
"canada","grand forks british columbia","grand forks","zgf","czgf"
"canada","grande cache alberta","grande cache","ygc","ceq5"
"canada","grande prairie alberta","grande prairie","yqu","cyqu"
"canada","greenwood nova scotia","greenwood","yzx","cyzx"
"canada","grise fiord northwest territo","grise fiord","ygz","cygz"
"canada","haines junction yukon territo","haines junction","yht","cyht"
"canada","halifax nova scotia","halifax intl","yhz","cyhz"
"canada","halifax nova scotia","halifax-shearwater","yaw","cyaw"
"canada","hall beach northwest territor","hall beach","yux","cyux"
"canada","hamilton ontario","hamilton","yhm","cyhm"
"canada","hatchet lake saskatchewan","hatchet lake","ydj","cjl2"
"canada","havre st-pierre quebec","havre st-pierre","ygv","cygv"
"canada","hay river northwest territori","hay river","yhy","cyhy"
"canada","hearst ontario","hearst mun","yhf","cyhf"
"canada","high level alberta","high level","yoj","cyoj"
"canada","high prairie alberta","high prairie","zhp","czhp"
"canada","hinton alberta","jasper-hinton","yja","cec4"
"canada","holman northwest territories","holman","yhi","cyhi"
"canada","hope british columbia","hope","yhe","cyhe"
"canada","hopedale newfoundland","hopedale","yho","cyho"
"canada","hornepayne ontario","hornepayne mun","yhn","cyhn"
"canada","hudson bay saskatchewan","hudson bay","yhb","cyhb"
"canada","hudson's hope british columbi","hudson's hope","ynh","cynh"
"canada","igloolik northwest territorie","igloolik","ygt","cygt"
"canada","ignace ontario","ignace mun","zuc","czuc"
"canada","iles-de-la-madeleine quebec","iles-de-la-madeleine","ygr","cygr"
"canada","ilford manitoba","ilford","ilf","czbd"
"canada","inukjuak quebec","inukjuak","yph","cyph"
"canada","inuvik northwest territories","zubko","yev","cyev"
"canada","iqaluit northwest territories","iqaluit","yfb","cyfb"
"canada","island lake manitoba","island lake","yiv","cyiv"
"canada","ivujivik quebec","ivujivik","yik","cyik"
"canada","jenpeg manitoba","jenpeg","zjg","czjg"
"canada","kamloops british columbia","kamloops","yka","cyka"
"canada","kangiqsualujjuaq quebec","kangiqsualujjuaq georges river","xgr","cylu"
"canada","kangiqsujuaq quebec","kangiqsujuaq wakeham bay","ywb","cykg"
"canada","kangirsuk quebec","kangirsuk","ykg","cyas"
"canada","kapuskasing ontario","kapuskasing","yyu","cyyu"
"canada","kasabonika ontario","kasabonika","xks","cyaq"
"canada","kasba lake northwest territor","kasba lake","ydu","cjl8"
"canada","kashechewan ontario","kashechewan","zke","czke"
"canada","keewaywin ontario","keewaywin","kew","cpv8"
"canada","kelowna british columbia","kelowna","ylw","cylw"
"canada","kelsey manitoba","kelsey","kes","czee"
"canada","kenora ontario","kenora","yqk","cyqk"
"canada","key lake saskatchewan","key lake","ykj","cykj"
"canada","kincardine ontario","kincardine","ykd","cns7"
"canada","kindersley saskatchewan","kindersley","yky","cyky"
"canada","kingfisher lake ontario","kingfisher lake","kif","cnm5"
"canada","kingston ontario","kingston","ygk","cygk"
"canada","kirkland lake ontario","kirkland lake","ykx","cykx"
"canada","kitchener ontario","kitchener/waterloo regl","ykf","cykf"
"canada","kugluktuk northwest territori","kugluktuk","yco","cyco"
"canada","kuujjuaq quebec","kuujjuaq","yvp","cyvp"
"canada","kuujjuarapik quebec","kuujjuarapik","ygw","cygw"
"canada","la grande riviere quebec","la grande riviere","ygl","cygl"
"canada","la ronge saskatchewan","la ronge","yvc","cyvc"
"canada","la sarre quebec","la sarre","ssq","csr8"
"canada","la tuque quebec","la tuque","ylq","cylq"
"canada","lac brochet manitoba","lac brochet","xlb","czwh"
"canada","lac la biche alberta","lac la biche","ylb","cylb"
"canada","lac la martre northwest terri","wha ti","yle","cem3"
"canada","lansdowne house ontario","lansdowne house","ylh","cylh"
"canada","leaf rapids manitoba","leaf rapids","ylr","cylr"
"canada","lebel-sur-quevillon quebec","lebel-sur-quevillon","yls","csh4"
"canada","lethbridge alberta","lethbridge","yql","cyql"
"canada","little grand rapids manitoba","little grand rapids","zgr","czgr"
"canada","lloydminster alberta","lloydminster","yll","cyll"
"canada","london ontario","london","yxu","cyxu"
"canada","lynn lake manitoba","lynn lake","yyl","cyyl"
"canada","macmillan pass yukon territor","macmillan pass","xmp","cfc4"
"canada","makkovik newfoundland","makkovik","ymn","cyft"
"canada","manitouwadge ontario","manitouwadge","ymg","cymg"
"canada","manitowaning ontario","manitoulin east muni.","yem","cyem"
"canada","maniwaki quebec","maniwaki","ymw","cymw"
"canada","marathon ontario","marathon","ysp","cysp"
"canada","marys harbour newfoundland","marys harbour","ymh","cymh"
"canada","masset british columbia","masset","zmt","czmt"
"canada","matagami quebec","matagami","ynm","cynm"
"canada","matane quebec","matane","yme","cyme"
"canada","mayo yukon territory","mayo","yma","cyma"
"canada","meadow lake saskatchewan","meadow lake","ylj","cylj"
"canada","medicine hat alberta","medicine hat","yxh","cyxh"
"canada","merritt british columbia","merritt","ymb","cad5"
"canada","miramichi new brunswick","miramichi","ych","cych"
"canada","moncton new brunswick","moncton","yqm","cyqm"
"canada","mont-joli quebec","mont-joli","yyy","cyyy"
"canada","montreal quebec","montreal intl (dorval)","yul","cyul"
"canada","montreal quebec","montreal intl (mirabel)","ymx","cymx"
"canada","moose jaw saskatchewan","moose jaw","ymj","cymj"
"canada","moosonee ontario","moosonee","ymo","cymo"
"canada","muskoka lakes ontario","muskoka","yqa","cyqa"
"canada","muskrat dam ontario","muskrat dam","msa","czmd"
"canada","nain newfoundland","nain","ydp","cydp"
"canada","nakina ontario","nakina","yqn","cyqn"
"canada","nanaimo british columbia","nanaimo","ycd","cycd"
"canada","nanisivik northwest territori","nanisivik","ysr","cysr"
"canada","natashquan quebec","natashquan","yna","cyna"
"canada","nemiscau quebec","nemiscau","yns","cyhh"
"canada","norman wells northwest territ","norman wells","yvq","cyvq"
"canada","north battleford saskatchewan","north battleford","yqw","cyqw"
"canada","north bay ontario","north bay","yyb","cyyb"
"canada","norway house manitoba","norway house","yne","cyne"
"canada","ogoki post ontario","ogoki post","yog","cnt3"
"canada","old crow yukon territory","old crow","yoc","cyoc"
"canada","oshawa ontario","oshawa","yoo","cyoo"
"canada","ottawa ontario","ottawa - macdonald-cartier int","yow","cyow"
"canada","ottawa ontario","rockcliffe","yro","cyro"
"canada","owen sound ontario","billy bishop reg'l","yos","cyos"
"canada","oxford house manitoba","oxford house","yoh","cyoh"
"canada","pangnirtung northwest territo","pangnirtung","yxp","cyxp"
"canada","parry sound ontario","georgian bay","ypd","cnk4"
"canada","paulatuk northwest territorie","paulatuk","ypc","cypc"
"canada","peace river alberta","peace river","ype","cype"
"canada","peawanuck ontario","peawanuck","ypo","cypo"
"canada","pelly bay northwest territori","pelly bay (town site)","ybb","cybb"
"canada","pembroke ontario","pembroke","yta","cyta"
"canada","penticton british columbia","penticton","yyf","cyyf"
"canada","petawawa ontario","petawawa","ywa","cywa"
"canada","peterborough ontario","peterborough","ypq","cypq"
"canada","pickle lake ontario","pickle lake","ypl","cypl"
"canada","pikangikum ontario","pikangikum","ypm","cypm"
"canada","pikwitonei manitoba","pikwitonei","piw","czmn"
"canada","pincher creek alberta","pincher creek","wpc","czpc"
"canada","pinehouse lake saskatchewan","pinehouse lake","zpo","czpo"
"canada","points north landing saskatch","points north landing","ynl","cynl"
"canada","pond inlet northwest territor","pond inlet","yio","cyio"
"canada","poplar river manitoba","poplar river","xpp","czng"
"canada","port hardy british columbia","port hardy","yzt","cyzt"
"canada","port hawkesbury nova scotia","port hawkesbury","yps","cypd"
"canada","port hope simpson newfoundlan","port hope simpson","yha","ccp4"
"canada","port mc neill british columbi","port mc neill","ymp","cat5"
"canada","port menier quebec","port menier","ypn","cypn"
"canada","portage la prairie manitoba","southport","ypg","cypg"
"canada","postville newfoundland","postville","yso","ccd4"
"canada","powell river british columbia","powell river","ypw","cypw"
"canada","prince albert saskatchewan","prince albert","ypa","cypa"
"canada","prince george british columbi","prince george","yxs","cyxs"
"canada","prince rupert british columbi","prince rupert","ypr","cypr"
"canada","pukatawagan manitoba","pukatawagan","xpk","czfg"
"canada","puvirnituq quebec","puvirnituq","ypx","cypx"
"canada","qikiqtarjuaq northwest territ","qikiqtarjuaq","yvm","cyvm"
"canada","quaqtaq quebec","quaqtaq","yqc","cyha"
"canada","quebec quebec","quebec - jean lesage intl airp","yqb","cyqb"
"canada","quesnel british columbia","quesnel","yqz","cyqz"
"canada","rae lakes northwest territori","rae lakes","yra","cev4"
"canada","rainbow lake alberta","rainbow lake","yop","cyop"
"canada","rankin inlet northwest territ","rankin inlet","yrt","cyrt"
"canada","red deer alberta","red deer industrial","yqf","cyqf"
"canada","red lake ontario","red lake","yrl","cyrl"
"canada","red sucker lake manitoba","red sucker lake","yrs","cyrs"
"canada","regina saskatchewan","regina","yqr","cyqr"
"canada","repulse bay northwest territo","repulse bay","yut","cyut"
"canada","resolute bay northwest territ","resolute bay","yrb","cyrb"
"canada","revelstoke british columbia","revelstoke","yrv","cyrv"
"canada","rigolet newfoundland","rigolet","yrg","ccz2"
"canada","rimouski quebec","rimouski","yxk","cyxk"
"canada","riviere-du-loup quebec","riviere-du-loup","yri","cyri"
"canada","roberval quebec","roberval","yrj","cyrj"
"canada","rocky mountain house alberta","rocky mountain house","yrm","cyrm"
"canada","ross river yukon territory","ross river","xrr","cydm"
"canada","round lake ontario","weagamow lake","zrj","czrj"
"canada","rouyn quebec","rouyn-noranda","yuy","cyuy"
"canada","sachigo lake ontario","sachigo lake","zpb","czpb"
"canada","sachs harbour northwest terri","sachs harbour","ysy","cysy"
"canada","saint john new brunswick","saint john","ysj","cysj"
"canada","salluit quebec","salluit","yzg","cyzg"
"canada","salmon arm british columbia","salmon arm","ysn","czam"
"canada","sandspit british columbia","sandspit","yzp","cyzp"
"canada","sandy lake ontario","sandy lake","zsj","czsj"
"canada","sanikiluaq northwest territor","sanikiluaq","ysk","cysk"
"canada","sarnia ontario","sarnia (hadfield)","yzr","cyzr"
"canada","saskatoon saskatchewan","saskatoon/diefenbaker","yxe","cyxe"
"canada","sault ste marie ontario","sault ste marie","yam","cyam"
"canada","schefferville quebec","schefferville","ykl","cykl"
"canada","sechelt-gibsons british colum","sechelt-gibsons","yhs","cap3"
"canada","sept-iles quebec","sept-iles","yzv","cyzv"
"canada","shamattawa manitoba","shamattawa","ztm","cztm"
"canada","sherbrooke quebec","sherbrooke","ysc","cysc"
"canada","sioux lookout ontario","sioux lookout","yxl","cyxl"
"canada","slave lake alberta","slave lake","yzh","cyzh"
"canada","smithers british columbia","smithers","yyd","cyyd"
"canada","smiths falls ontario","montague","ysh","cysh"
"canada","south indian lake manitoba","south indian lake","xsi","czsn"
"canada","squamish british columbia","squamish","yse","cyse"
"canada","st anthony newfoundland","st anthony","yay","cyay"
"canada","st catharines ontario","st catharines/niagra district","ycm","cysn"
