"inverted common name","scientific name","where listed","lead region","listing status"
"bear glacier","ursus americanus emmonsii","entire","7","not listed"
"beargrass britton's","nolina brittoniana","NULL","4","e"
"beargrass dehesa","nolina interrata","NULL","1","not listed"
"beargrass peninsular","nolina cismontana","NULL","1","not listed"
"beargrass sp. nov. ined. (chaparral)","nolina sp.","NULL","1","not listed"
"beargrass [unnamed]","nolina atopocarpa","NULL","4","not listed"
"bear grizzly","ursus arctos horribilis","cabinet-yaak recovery zone population","6","ur"
"bear grizzly","ursus arctos horribilis","north cascades ecosystem recovery zone population","6","ur"
"bear grizzly","ursus arctos horribilis","selkirk recovery zone population","6","ur"
"bear grizzly","ursus arctos horribilis","u.s.a. conterminous (lower 48) states except where listed as an experimental population or delisted","6","t"
"bear grizzly","ursus arctos horribilis","u.s.a. experimental non-essential (portions of id and mt see 17.84(l))","6","expn"
"bear louisiana black","ursus americanus luteolus","entire","4","t"
"bear mexican grizzly","ursus arctos","mexico","foreign","e"
"bear polar","ursus maritimus","entire","7","t"
"bear-poppy dwarf","arctomecon humilis","NULL","6","e"
"beauty harper's","harperocallis flava","NULL","4","e"
"beaver (mongolian)","castor fiber birulai","entire","foreign","e"
"beavertail cactus short-jointed","opuntia basilaris brachyclada","NULL","1","not listed"
"bedstraw borrego","galium angustifolium borregoense","NULL","1","not listed"
"bedstraw cliff","galium correllii","NULL","2","not listed"
"bedstraw cone peak","galium californicum luciense","NULL","1","not listed"
"bedstraw el dorado","galium californicum ssp. sierrae","NULL","8","e"
"bedstraw hardham's","galium hardhamiae","NULL","1","not listed"
"bedstraw island","galium buxifolium","NULL","8","e"
"bedstraw kingston","galium hilendiae kingstonense","NULL","1","not listed"
"bedstraw modoc","galium glabrescens modocense","NULL","1","not listed"
"bedstraw san clemente island","galium catalinense acrispum","NULL","1","not listed"
"bedstraw san gabriel","galium grande","NULL","1","not listed"
"bedstraw san jacinto","galium californicum primum","NULL","1","not listed"
"bedstraw san jacinto mountains","galium angustifolium ssp. jacinticum","NULL","6","not listed"
"bedstraw san miguel island","galium californicum miguelense","NULL","1","not listed"
"bedstraw santa lucia","galium clementis","NULL","1","not listed"
"bedstraw scott mountains","galium serpenticum scotticum","NULL","1","not listed"
"bedstraw telescope peak","galium hypotrichium tomentellum","NULL","1","not listed"
"bedstraw [unnamed]","galium andrewsii gatense","NULL","1","not listed"
"bedstraw [unnamed]","galium collomae","NULL","2","not listed"
"bedstraw warner mountains","galium serpenticum warnerense","NULL","1","not listed"
"bee andrenid","perdita algondones","entire","1","not listed"
"bee andrenid","perdita glamis","entire","8","not listed"
"bee riverside cuckoo","holcopasites ruthae","entire","na","not listed"
"beetle","amblyderus werneri","entire","6","not listed"
"beetle","cyclocephala wandae","entire","8","not listed"
"beetle american burying","nicrophorus americanus","entire","2","e"
"beetle american burying","nicrophorus americanus","experimental population in wah'kon-tah prairie in southwest missouri.","3","expn"
"beetle bog idol leaf","donacia idola","entire","1","not listed"
"beetle channel islands dune","coelus pacificus","entire","1","not listed"
"beetle coffin cave mold","batrisodes texanus","entire","2","e"
"beetle comal springs dryopid","stygoparnus comalensis","entire","2","e"
"beetle comal springs riffle","heterelmis comalensis","entire","2","e"
"beetle death valley agabus diving","agabus rumppi","entire","1","ur"
"beetle delta green ground","elaphrus viridis","entire","8","t"
"beetle duck river cave","pseudanophthalmus tullahoma","entire","4","not listed"
"beetle globose dune","coelus globosus","entire","1","not listed"
"beetle hardy's dune","anomala hardyorum","entire","8","not listed"
"beetle helotes mold","batrisodes venyivi","entire","2","e"
"beetle hungerford's crawling water","brychius hungerfordi","entire","3","e"
"beetle kretschmarr cave mold","texamaurops reddelli","entire","2","e"
"beetle mojave rabbitbrush longhorn","crossidius mojavensis mojavensis","entire","1","not listed"
"beetle mount hermon june","polyphylla barbata","entire","8","e"
"beetle nickajack cave","pseudanophthalmus nickajackensis","entire","4","not listed"
"beetle riffle","microcylloepus sp","entire","na","not listed"
"beetle robinson's rain scarab","phoebetus robinsoni","entire","1","not listed"
"beetle san joaquin dune","coelus gracilis","entire","1","not listed"
"beetle santa cruz rain","pleocoma conjugens conjugens","entire","1","not listed"
"beetle seclusive water scavenger","paracymus seclusus","entire","4","not listed"
"beetle snail shell cave","pseudanophthalmus acherontis","entire","4","not listed"
"beetle tooth cave blind rove","cylindropsis sp.","entire","2","not listed"
"beetle tooth cave ground","rhadine persephone","entire","2","e"
"beetle valley elderberry longhorn","desmocerus californicus dimorphus","entire","8","t"
"beetle warm springs zaitzevian riffle","zaitzevia thermae","entire","6","not listed"
"beetle west wills valley cave","pseudanophthalmus assimilis","entire","4","not listed"
"bellflower basin","campanula reverchonii","NULL","2","not listed"
"bellflower brooksville","campanula robinsiae","NULL","4","e"
"benitoa western","benitoa occidentalis","NULL","1","not listed"
"bensoniella","bensoniella oregona","NULL","1","not listed"
"bentgrass awned","agrostis aristiglumis","NULL","1","not listed"
"bentgrass blasdale's","agrostis blasdalei blasdalei","NULL","1","not listed"
"bentgrass coastal bluff","agrostis clivicola clivicola","NULL","1","not listed"
"bentgrass henderson's","agrostis microphylla hendersonii","NULL","1","not listed"
"bentgrass howell's","agrostis howellii","NULL","1","not listed"
"bentgrass marin","agrostis blasdalei marinensis","NULL","1","not listed"
"bentgrass point reyes","agrostis clivicola punta-reyesensis","NULL","1","not listed"
"bentgrass ross","agrostis rossiae","NULL","6","not listed"
"berry wooly","vaccinium hirsutum","NULL","4","not listed"
"bidens campylotheca","bidens campylotheca campylotheca","NULL","1","not listed"
"bidens cuneate","bidens cuneata","NULL","1","dr"
"bidens forbes","bidens forbesii","NULL","1","not listed"
"bidens manoa","bidens coarctata","NULL","1","not listed"
"bidens maunalua","bidens graciloides","NULL","1","not listed"
"bidens poplar-leaved","bidens populifolia","NULL","1","not listed"
"bidens robust","bidens valida","NULL","1","not listed"
"bidens willow-leaved","bidens salicoides","NULL","1","not listed"
"bilberry siskiyou mountains","vaccinium coccineum","NULL","1","not listed"
"bindweed clay","convolvulus equitans","NULL","6","not listed"
"birch [unnamed]","betula murrayana","NULL","3","not listed"
"birch virginia round-leaf","betula uber","NULL","5","t"
"birds-beak desert","cordylanthus eremicus eremicus","NULL","1","not listed"
"bird's-beak fresno county","cordylanthus tenuis barbatus","NULL","1","not listed"
"birds-beak hispid","cordylanthus mollis hispidus","NULL","1","not listed"
"bird's-beak mt. diablo","cordylanthus nidularius","NULL","8","not listed"
"birds-beak northcoast","cordylanthus maritimus palustris","NULL","1","not listed"
"bird's-beak orcutt's","cordylanthus orcuttianus","NULL","1","not listed"
"birds-beak pallid","cordylanthus tenuis pallescens","NULL","1","not listed"
"bird's beak palmate-bracted","cordylanthus palmatus","NULL","8","e"
"bird's-beak pennell's","cordylanthus tenuis ssp. capillaris","NULL","8","e"
"bird's-beak salt marsh","cordylanthus maritimus ssp. maritimus","NULL","8","e"
"birds-beak san bernardino","cordylanthus eremicus bernardinus","NULL","1","not listed"
"birds-beak seaside","cordylanthus rigidus littoralis","NULL","1","not listed"
"bird's-beak soft","cordylanthus mollis ssp. mollis","NULL","8","e"
"bird's-beak tecopa","cordylanthus tecopensis","NULL","1","not listed"
"birds-in-a-nest carolina","macbridea caroliniana","NULL","4","not listed"
"birds-in-a-nest white","macbridea alba","NULL","4","t"
"biscuitroot cedar breaks","cymopterus minimus","NULL","6","not listed"
"biscuitroot coulter","cymopterus coulteri","NULL","6","not listed"
"biscuitroot duchesne","cymopterus duchesnensis","NULL","6","not listed"
"biscuitroot higgins","cymopterus acaulis higginsii","NULL","6","not listed"
"bison plains","bison bison bison","entire","6","not listed"
"bison wood","bison bison athabascae","canada","7","e"
"bittercress constance's","cardamine constancei","NULL","1","not listed"
"bittercress kona","cardamine konaensis","NULL","1","not listed"
"bittercress long's","cardamine longii","NULL","5","not listed"
"bittercress mountain","cardamine clematitis","NULL","4","not listed"
"bittercress saddle mountain","cardamine pattersonii","NULL","1","not listed"
"bittercress small-anthered","cardamine micranthera","NULL","4","e"
"bittercress [unnamed]","cardamine rupicola","NULL","6","not listed"
"bittern american","botaurus lentiginosus","entire","7","not listed"
"bittern least","ixobrychus exilis hesperis","entire","1","not listed"
"bitterroot yosemite","lewisia disepala","NULL","1","not listed"
"blackbird grey-headed","turdus poliocephalus poliocephalus","entire","foreign","ur"
"blackbird tricolored","agelaius tricolor","entire","1","not listed"
"blackbird yellow-shouldered","agelaius xanthomus","entire","4","e"
"bladder-pod bryce","lesquerella rubicundula","NULL","6","not listed"
"bladder-pod duck river","lesquerella densipila","NULL","4","not listed"
"bladderpod dudley bluffs","lesquerella congesta","NULL","6","t"
"bladder-pod fremont's","lesquerella fremontii","NULL","6","not listed"
"bladder-pod garrett","lesquerella garrettii","NULL","6","not listed"
"bladder-pod golden","lesquerella aurea","NULL","2","not listed"
"bladder-pod gooddings","lesquerella gooddingii","NULL","2","not listed"
"bladderpod kaibab","lesquerella kaibabensis","NULL","2","not listed"
"bladderpod keeled","lesquerella carinata","NULL","6","not listed"
"bladderpod kodachrome","lesquerella tumulosa","NULL","6","e"
"bladder-pod large-fruited","lesquerella macrocarpa","NULL","6","not listed"
"bladderpod lyrate","lesquerella lyrata","NULL","4","t"
"bladderpod missouri","physaria filiformis","NULL","3","t"
"bladderpod pryor mountains","lesquerella lesicii","NULL","6","not listed"
"bladderpod san bernardino mountains","lesquerella kingii ssp. bernardina","NULL","8","e"
"bladderpod short's","physaria globosa","NULL","4","c"
"bladderpod spring creek","lesquerella perforata","NULL","4","e"
"bladderpod stones river","lesquerella stonensis","NULL","4","not listed"
"bladder-pod strong","lesquerella valida","NULL","2","not listed"
"bladder-pod thread-leaved","lesquerella angustifolia","NULL","2","not listed"
"bladder-pod [unnamed]","lesquerella hitchcockii","NULL","1","not listed"
"bladder-pod [unnamed]","lesquerella kingii diversifolia","NULL","1","not listed"
"bladder-pod [unnamed]","lesquerella lata","NULL","2","not listed"
"bladder-pod [unnamed]","lesquerella lescurii","NULL","4","not listed"
"bladder-pod [unnamed]","lesquerella mcvaughiana","NULL","2","not listed"
"bladder-pod [unnamed]","lesquerella parviflora","NULL","6","not listed"
"bladder-pod [unnamed]","lesquerella pruinosa","NULL","6","not listed"
"bladderpod [unnamed]","lesquerella humilis","NULL","6","not listed"
"bladderpod [unnamed]","lesquerella paysonii","NULL","6","not listed"
"bladderpod white","lesquerella pallida","NULL","2","e"
"bladderpod white bluffs","physaria douglasii  tuplashensis","NULL","1","pt"
"bladderpod zapata","lesquerella thamnophila","NULL","2","e"
"blanketflower white","gaillardia aestivalis winkleri","NULL","2","not listed"
"blanketflower yellow","gaillardia flava","NULL","6","not listed"
"blazingstar ash meadows","mentzelia leucophylla","NULL","8","t"
"blazing-star clay","mentzelia argillosa","NULL","6","not listed"
"blazingstar godfrey's","liatris provincialis","NULL","4","not listed"
"blazingstar goodrich's","mentzelia goodrichii","NULL","6","not listed"
"blazingstar heller's","liatris helleri","NULL","4","t"
"blazingstar scrub","liatris ohlingerae","NULL","4","e"
"blazingstar [unnamed]","liatris borealis","NULL","5","not listed"
"bleeding-heart pacific","dicentra formosa oregana","NULL","1","not listed"
"bleeding-heart sierra nevada","dicentra nevadensis","NULL","1","not listed"
"bleedingheart yellow","dicentra ochroleuca","NULL","1","not listed"
"blindcat mexican (catfish)","prietella phreatophila","entire","foreign","e"
"blindcat toothless","trogloglanis pattersoni","entire","2","not listed"
"blindcat widemouth","satan eurystomus","entire","2","not listed"
"blister beetle anthony","lytta mirifica","entire","2","not listed"
"blister beetle hopping's","lytta hoppingi","entire","1","not listed"
"blister beetle moestan","lytta moesta","entire","1","not listed"
"blister beetle mojave desert","lytta inseparata","entire","1","not listed"
"blister beetle molestan","lytta molesta","entire","1","not listed"
"blister beetle morrison's","lytta morrisoni","entire","1","not listed"
"blossom green (pearlymussel)","epioblasma torulosa gubernaculum","entire","4","e"
"blossom tubercled (pearlymussel)","epioblasma torulosa torulosa","entire range; except where listed as experimental populations","4","e"
"blossom tubercled (pearlymussel)","epioblasma torulosa torulosa","u.s.a. (al;the free-flowing reach of the tennessee r. from the base of wilson dam downstream to the backwaters of pickwick reservoir [about 12 rm (19 km)] and the lower 5 rm [8 km] of all tributaries to this reach in colbert and lauderdale cos. see 17.85(a))","4","expn"
"blossom turgid (pearlymussel)","epioblasma turgidula","entire range; except where listed as experimental populations","4","e"
"blossom turgid (pearlymussel)","epioblasma turgidula","u.s.a. (al;the free-flowing reach of the tennessee r. from the base of wilson dam downstream to the backwaters of pickwick reservoir [about 12 rm (19 km)] and the lower 5 rm [8 km] of all tributaries to this reach in colbert and lauderdale cos. see 17.85(a))","4","expn"
"blossom yellow (pearlymussel)","epioblasma florentina florentina","entire range; except where listed as experimental populations","4","e"
"blossom yellow (pearlymussel)","epioblasma florentina florentina","u.s.a. (al;the free-flowing reach of the tennessee r. from the base of wilson dam downstream to the backwaters of pickwick reservoir [about 12 rm (19 km)] and the lower 5 rm [8 km] of all tributaries to this reach in colbert and lauderdale cos. see 17.85(a))","4","expn"
