"land","stadt","stadion","gr��e","heimatverein"
"v.a.e.","khor fakkan","al-baladi stadium","6.000","al-khaleej club"
"v.a.e.","madinat zayed","hamdan bin zayed al nahyan stadium","6.000","al-dhafra sport club"
"v.a.e.","masafi","masafi club stadium","4.000","masafi club"
"v.a.e.","mirbih","al-oruba club stadium","5.000","al-oruba club"
"v.a.e.","rams","al-rams club stadium","6.000","al-rams club"
"v.a.e.","ras al-khaimah","ras al-khaimah stadium","3.000","ras al khaimah club"
"v.a.e.","ras al-khaimah","emirates club stadium","4.000","emirates club"
"v.a.e.","sharjah","{al-sharjah stadium|(ii)}","12.000","al-sharjah fc"
"v.a.e.","sharjah","{khalid bin mohammed stadium|(ii)}","12.000","al-shaab club"
"katar","al-khor","al-khor sports stadium","20.000","al-khor sports club"
"katar","doha","khalifa international stadium","40.000","nationalmannschaft katar"
"katar","doha","{thani bin jassim stadium|(ii)}","25.000","al-gharafa club"
"katar","doha","jassim bin hamad stadium","15.000","al-sadd sc al-kharitiyath sc"
"katar","doha","ahmed bin ali stadium","25.000","al-rayyan club al-sailiya sc"
"katar","doha","grand hamad stadium","13.000","al-arabi sc al-ahli sc"
"katar","doha","suhaim bin hamad stadium","13.000","qatar sc umm-salal club"
"bahrain","manama","national stadium","25.000","nationalmannschaft bahrain"
"kuwait","abu hulayfah","abu hulayfah stadium","2.000","al-sahel club"
"kuwait","kuwait-city","al-kuwayt stadium","18.500","kuwait sc"
"kuwait","kuwait-city","mohammed al-hamad stadium","20.000","qadsia sc"
"oman","nizwa","nizwa sports complex","20.000","verschiedene teams"
"oman","salalah","al saada sport complex","12.000","al ittihad clubsalalah clubdhofar club"
"oman","seeb","seeb sports stadium","8.000","verschiedene teams"
"oman","sur","sur sports complex","14.000","sur cluboruba clubal-talea club"
"libanon","beirut","{cite sportive camille chamoun|(ii)}","57.600","nationalmannschaft libanon"
"libanon","beirut","safa stadium","4.000","al safa club"
"libanon","beirut","beyrut municipally stadium","22.500","diverse teams"
"libanon","sayda","sayda international stadium","22.000","diverse teams"
"jordanien","amman","{king abdullah stadium|(ii)}","18.000","nationalmannschaft jordanien"
"jordanien","zarqa","prince mohammed stadium","17.000","verschiedene teams"
"syrien","damascus","abbasiyyin stadium","35.000","al-jaish clubal-wahda clubal-majd club"
"iran","foolad shahr","zobahan stadium","20.000","zobahan esfahan fcsepahan fc"
"iran","teheran","azadi stadium","100.000","persopolis f.c.esteghlal f.c."
"australien","adelaide","hindmarsh stadium","16.500","adelaide united fc"
"australien","brisbane","suncorp stadium","52.500","brisbane roar fc"
"australien","melbourne","aami park","30.050","melbourne heart fcmelbourne victory fc"
"australien","robina","skilled park","27.400","gold coast united fc"
"australien","sydney","sydney football stadium","45.500","sydney fc"
"neuseeland","wellington","westpac stadium","36.000","wellington phoenix fc"
"pal�stina","ram","faisal al-husseini stadium","7.000","nationalmannschaft pal�stina"
"gibraltar","gibraltar","victoria stadium","10.000","alle gibraltarnesischen teams"
"t�rkische republik nordzypern","nicosia","atat�rk stadium","28.000","nationalmannschaft nordzypern"
"NULL","NULL","NULL","NULL","NULL"
