"majorgroup","family","species","essexthreat"
"micro moths","coleophoridae","coleophora prunifoliae","&nbsp;"
"micro moths","coleophoridae","coleophora silenella","&nbsp;"
"micro moths","coleophoridae","coleophora squamosella","&nbsp;"
"micro moths","coleophoridae","coleophora trigeminella","&nbsp;"
"micro moths","coleophoridae","coleophora vibicigerella","&nbsp;"
"micro moths","coleophoridae","coleophora wockeella","&nbsp;"
"micro moths","coleophoridae","metriotes lutarea","&nbsp;"
"micro moths","cosmopterigidae","blastodacna atra","&nbsp;"
"micro moths","cosmopterigidae","cosmopterix lienigiella","&nbsp;"
"micro moths","cosmopterigidae","cosmopterix orichalcea","&nbsp;"
"micro moths","cosmopterigidae","cosmopterix zieglerella","&nbsp;"
"micro moths","cosmopterigidae","dystebenna stephensi","&nbsp;"
"micro moths","cosmopterigidae","pancalia leuwenhoekella","&nbsp;"
"micro moths","cosmopterigidae","pancalia schwarzella","&nbsp;"
"micro moths","cosmopterigidae","sorhagenia janiszewskae","&nbsp;"
"micro moths","cosmopterigidae","sorhagenia lophyrella","&nbsp;"
"micro moths","cosmopterigidae","sorhagenia rhamniella","&nbsp;"
"micro moths","elachistidae","biselachista serricornis","&nbsp;"
"micro moths","elachistidae","cosmiotes stabilella","&nbsp;"
"micro moths","elachistidae","elachista regificella","&nbsp;"
"micro moths","elachistidae","elachista unifasciella","&nbsp;"
"micro moths","epermeniidae","epermenia farreni","&nbsp;"
"micro moths","eriocraniidae","eriocrania chrysolepidella","&nbsp;"
"micro moths","ethmiidae","ethmia bipunctella","&nbsp;"
"micro moths","ethmiidae","ethmia dodecea","&nbsp;"
"micro moths","ethmiidae","ethmia quadrillella","&nbsp;"
"micro moths","ethmiidae","ethmia terminella","&nbsp;"
"micro moths","gelechiidae","acompsia schmidtiellus","&nbsp;"
"micro moths","gelechiidae","brachmia inornatella","&nbsp;"
"micro moths","gelechiidae","bryotropha basaltinella","&nbsp;"
"micro moths","gelechiidae","bryotropha terrella","&nbsp;"
"micro moths","gelechiidae","caryocolum junctella","&nbsp;"
"micro moths","gelechiidae","caryocolum proxima","&nbsp;"
"micro moths","gelechiidae","caryocolum vicinella","&nbsp;"
"micro moths","gelechiidae","chionodes fumatella","&nbsp;"
"micro moths","gelechiidae","coleotechnites piceaella","&nbsp;"
"micro moths","gelechiidae","eulamprotes wilkella","&nbsp;"
"micro moths","gelechiidae","gelechia cuneatella","&nbsp;"
"micro moths","gelechiidae","gelechia nigra","&nbsp;"
"micro moths","gelechiidae","gelechia scotinella","&nbsp;"
"micro moths","gelechiidae","gelechia turpella","&nbsp;"
"micro moths","gelechiidae","metzneria aestivella","&nbsp;"
"micro moths","gelechiidae","metzneria aprilella","&nbsp;"
"micro moths","gelechiidae","mirificarma lentiginosella","&nbsp;"
"micro moths","gelechiidae","monochroa arundinetella","&nbsp;"
"micro moths","gelechiidae","monochroa elongella","&nbsp;"
"micro moths","gelechiidae","monochroa hornigi","&nbsp;"
"micro moths","gelechiidae","monochroa lucidella","&nbsp;"
"micro moths","gelechiidae","monochroa lutulentella","&nbsp;"
"micro moths","gelechiidae","monochroa moyses","&nbsp;"
"micro moths","gelechiidae","monochroa palustrella","&nbsp;"
"micro moths","gelechiidae","monochroa suffusella","&nbsp;"
"micro moths","gelechiidae","monochroa tetragonella","&nbsp;"
"micro moths","gelechiidae","neofriseria singula","&nbsp;"
"micro moths","gelechiidae","pexicopia malvella","&nbsp;"
"micro moths","gelechiidae","platyedra subcinerea","&nbsp;"
"micro moths","gelechiidae","pseudotelphusa scalella","&nbsp;"
"micro moths","gelechiidae","psoricoptera gibbosella","&nbsp;"
"micro moths","gelechiidae","recurvaria leucatella","&nbsp;"
"micro moths","gelechiidae","scrobipalpa artemisiella","&nbsp;"
"micro moths","gelechiidae","scrobipalpula diffluella","&nbsp;"
"micro moths","gelechiidae","sophronia semicostella","&nbsp;"
"micro moths","gelechiidae","syncopacma albipalpella","&nbsp;"
"micro moths","gelechiidae","syncopacma cinctella","&nbsp;"
"micro moths","gelechiidae","syncopacma larseniella","&nbsp;"
"micro moths","gracillariidae","caloptilia cuculipennella","&nbsp;"
"micro moths","gracillariidae","parectopa ononidis","&nbsp;"
"micro moths","gracillariidae","parornix carpinella","&nbsp;"
"micro moths","gracillariidae","phyllocnistis xenia","&nbsp;"
"micro moths","gracillariidae","phyllonorycter anderidae","&nbsp;"
"micro moths","gracillariidae","phyllonorycter esperella","&nbsp;"
"micro moths","incurvariidae","lampronia capitella","&nbsp;"
"micro moths","incurvariidae","lampronia fuscatella","&nbsp;"
"micro moths","incurvariidae","nemophora fasciella","&nbsp;"
"micro moths","momphidae","mompha divisella","&nbsp;"
"micro moths","momphidae","mompha lacteella","&nbsp;"
"micro moths","momphidae","mompha langiella","&nbsp;"
"micro moths","momphidae","mompha sturnipennella","&nbsp;"
"micro moths","momphidae","mompha terminella","&nbsp;"
"micro moths","nepticulidae","ectoedemia atrifrontella","&nbsp;"
"micro moths","nepticulidae","ectoedemia erythrogenella","&nbsp;"
"micro moths","nepticulidae","ectoedemia quinquella","&nbsp;"
"micro moths","nepticulidae","ectoedemia sericopeza","&nbsp;"
"micro moths","nepticulidae","ectoedemia spinosella","&nbsp;"
"micro moths","nepticulidae","ectoedemia turbidella","&nbsp;"
"micro moths","nepticulidae","enteucha acetosae","&nbsp;"
"micro moths","nepticulidae","stigmella assimilella","&nbsp;"
"micro moths","nepticulidae","stigmella carpinella","&nbsp;"
"micro moths","nepticulidae","stigmella minusculella","&nbsp;"
"micro moths","nepticulidae","stigmella samiatella","&nbsp;"
"micro moths","nepticulidae","stigmella tiliae","&nbsp;"
"micro moths","nepticulidae","stigmella ulmariae","&nbsp;"
"micro moths","oecophoridae","agonopterix atomella","&nbsp;"
"micro moths","oecophoridae","agonopterix cnicella","&nbsp;"
"micro moths","oecophoridae","agonopterix curvipunctosa","&nbsp;"
"micro moths","oecophoridae","agonopterix nanatella","&nbsp;"
"micro moths","oecophoridae","agonopterix putridella","&nbsp;"
"micro moths","oecophoridae","aplota palpella","&nbsp;"
"micro moths","oecophoridae","borkhausenia minutella","&nbsp;"
"micro moths","oecophoridae","crassa tinctella","&nbsp;"
"micro moths","oecophoridae","dasystoma salicella","&nbsp;"
"micro moths","oecophoridae","denisia augustella","&nbsp;"
"micro moths","oecophoridae","depressaria depressana","&nbsp;"
"micro moths","oecophoridae","depressaria pimpinellae","&nbsp;"
"micro moths","oecophoridae","epicallima formosella","&nbsp;"
"micro moths","oecophoridae","esperia oliviella","&nbsp;"
"micro moths","oecophoridae","hypercallia citrinalis","&nbsp;"
"micro moths","oecophoridae","luquetia lobella","&nbsp;"
"micro moths","oecophoridae","pseudatemelia flavifrontella","&nbsp;"
"micro moths","psychidae","bacotia sepium","&nbsp;"
"micro moths","psychidae","dahlica triquetrella","&nbsp;"
"micro moths","psychidae","epichnopterix plumella","&nbsp;"
"micro moths","psychidae","epichnopterix retiella","&nbsp;"
"micro moths","psychidae","luffia lapidella","&nbsp;"
"micro moths","psychidae","proutia betulina","&nbsp;"
"micro moths","pterophoridae","capperia britanniodactyla","&nbsp;"
"micro moths","pterophoridae","cnaemidophorus rhododactyla","&nbsp;"
"micro moths","pterophoridae","euleioptilus carphodactyla","&nbsp;"
"micro moths","pterophoridae","platyptilia calodactyla","&nbsp;"
"micro moths","pterophoridae","platyptilia ochrodactyla","&nbsp;"
"micro moths","pyralidae","aglossa caprealis","&nbsp;"
"micro moths","pyralidae","agriphila latistria","&nbsp;"
"micro moths","pyralidae","anania funebris","&nbsp;"
"micro moths","pyralidae","anania verbascalis","&nbsp;"
"micro moths","pyralidae","apomyelois bistriatella","&nbsp;"
"micro moths","pyralidae","assara terebrella","&nbsp;"
"micro moths","pyralidae","calamotropha paludella","&nbsp;"
"micro moths","pyralidae","catoptria falsella","&nbsp;"
"micro moths","pyralidae","catoptria verellus","&nbsp;"
"micro moths","pyralidae","crambus silvella","&nbsp;"
"micro moths","pyralidae","dioryctria abietella","&nbsp;"
"micro moths","pyralidae","dioryctria schuetzeella","&nbsp;"
"micro moths","pyralidae","dioryctria simplicella","&nbsp;"
"micro moths","pyralidae","dolicharthria punctalis","&nbsp;"
"micro moths","pyralidae","elegia similella","&nbsp;"
"micro moths","pyralidae","ephestia parasitella","&nbsp;"
"micro moths","pyralidae","eudonia pallida","&nbsp;"
"micro moths","pyralidae","euzophera cinerosella","&nbsp;"
"micro moths","pyralidae","evergestis extimalis","&nbsp;"
"micro moths","pyralidae","evergestis pallidata","&nbsp;"
"micro moths","pyralidae","gymnancyla canella","&nbsp;"
"micro moths","pyralidae","loxostege sticticalis","&nbsp;"
"micro moths","pyralidae","melissoblaptes zelleri","&nbsp;"
"micro moths","pyralidae","nascia cilialis","&nbsp;"
"micro moths","pyralidae","nephopterix angustella","&nbsp;"
"micro moths","pyralidae","nyctegretis lineana","&nbsp;"
"micro moths","pyralidae","oncocera semirubella","&nbsp;"
"micro moths","pyralidae","pediasia aridella","&nbsp;"
"micro moths","pyralidae","pediasia contaminella","&nbsp;"
"micro moths","pyralidae","pediasia fascelinella","&nbsp;"
"micro moths","pyralidae","pempelia formosa","&nbsp;"
"micro moths","pyralidae","phlyctaenia perlucidalis","&nbsp;"
"micro moths","pyralidae","phlyctaenia stachydalis","&nbsp;"
"micro moths","pyralidae","phycitodes maritima","&nbsp;"
"micro moths","pyralidae","pima boisduvaliella","&nbsp;"
"micro moths","pyralidae","platytes alpinella","&nbsp;"
"micro moths","pyralidae","schoenobius gigantella","&nbsp;"
"micro moths","pyralidae","sciota hostilis","&nbsp;"
"micro moths","pyralidae","scoparia ancipitella","&nbsp;"
"micro moths","scythrididae","scythris cicadella","&nbsp;"
"micro moths","scythrididae","scythris limbella","&nbsp;"
"micro moths","tineidae","haplotinea insectella","&nbsp;"
"micro moths","tineidae","monopis imella","&nbsp;"
"micro moths","tineidae","nemapogon clematella","&nbsp;"
"micro moths","tineidae","nemapogon ruricolella","&nbsp;"
"micro moths","tineidae","nemapogon wolffiella","&nbsp;"
"micro moths","tineidae","niditinea striolella","&nbsp;"
"micro moths","tineidae","tinea columbariella","&nbsp;"
"micro moths","tineidae","triaxomasia caprimulgella","&nbsp;"
"micro moths","tineidae","trichophaga tapetzella","&nbsp;"
"micro moths","tortricidae","acleris cristana","&nbsp;"
"micro moths","tortricidae","acleris lorquiniana","&nbsp;"
"micro moths","tortricidae","acleris shepherdana","&nbsp;"
"micro moths","tortricidae","acleris umbrana","&nbsp;"
"micro moths","tortricidae","adoxophyes orana","&nbsp;"
"micro moths","tortricidae","aethes margaritana","&nbsp;"
"micro moths","tortricidae","aethes margarotana","&nbsp;"
"micro moths","tortricidae","aethes piercei","&nbsp;"
"micro moths","tortricidae","ancylis upupana","&nbsp;"
"micro moths","tortricidae","apotomis lineana","&nbsp;"
"micro moths","tortricidae","apotomis semifasciana","&nbsp;"
"micro moths","tortricidae","archips oporana","&nbsp;"
"micro moths","tortricidae","bactra robustana","&nbsp;"
"micro moths","tortricidae","clepsis rurinana","&nbsp;"
"micro moths","tortricidae","cnephasia genitalana","&nbsp;"
"micro moths","tortricidae","cochylidia heydeniana","&nbsp;"
"micro moths","tortricidae","cochylidia subroseana","&nbsp;"
"micro moths","tortricidae","cochylimorpha alternana","&nbsp;"
"micro moths","tortricidae","commophila aeneana","&nbsp;"
"micro moths","tortricidae","crocidosema plebejana","&nbsp;"
"micro moths","tortricidae","cydia illutana","&nbsp;"
"micro moths","tortricidae","cydia leguminana","&nbsp;"
"micro moths","tortricidae","dichrorampha sylvicolana","&nbsp;"
"micro moths","tortricidae","endothenia ericetana","&nbsp;"
"micro moths","tortricidae","endothenia pullana","&nbsp;"
"micro moths","tortricidae","endothenia ustulana","&nbsp;"
"micro moths","tortricidae","epiblema incarnatana","&nbsp;"
"micro moths","tortricidae","epiblema tetragonana","&nbsp;"
"micro moths","tortricidae","epiblema turbidana","&nbsp;"
"micro moths","tortricidae","epinotia demarniana","&nbsp;"
"micro moths","tortricidae","epinotia pygmaeana","&nbsp;"
"micro moths","tortricidae","eucosma aemulana","&nbsp;"
"micro moths","tortricidae","eucosma conterminana","&nbsp;"
"micro moths","tortricidae","eucosma lacteana","&nbsp;"
"micro moths","tortricidae","eucosma pauperana","&nbsp;"
"micro moths","tortricidae","eucosma pupillana","&nbsp;"
"micro moths","tortricidae","eucosma rubescana","&nbsp;"
"micro moths","tortricidae","eupoecilia ambiguella","&nbsp;"
"micro moths","tortricidae","gibberifera simplana","&nbsp;"
"micro moths","tortricidae","grapholita internana","&nbsp;"
"micro moths","tortricidae","grapholita pallifrontana","&nbsp;"
"micro moths","tortricidae","gynnidomorpha alismana","&nbsp;"
"micro moths","tortricidae","gypsonoma minutana","&nbsp;"
"micro moths","tortricidae","pammene albuginana","&nbsp;"
"micro moths","tortricidae","pammene fasciana","&nbsp;"
"micro moths","tortricidae","pammene germmana","&nbsp;"
"micro moths","tortricidae","pammene obscurana","&nbsp;"
"micro moths","tortricidae","pammene trauniana","&nbsp;"
"micro moths","tortricidae","pandemis cinnamomeana","&nbsp;"
"micro moths","tortricidae","pandemis dumetana","&nbsp;"
"micro moths","tortricidae","pelochrista caecimaculana","&nbsp;"
"micro moths","tortricidae","phalonidia manniana","&nbsp;"
"micro moths","tortricidae","phtheochroa sodaliana","&nbsp;"
"micro moths","tortricidae","spatalistis bifasciana","&nbsp;"
"micro moths","tortricidae","strophedra nitidana","&nbsp;"
"micro moths","tortricidae","zeiraphera rufimitrana","&nbsp;"
"micro moths","yponomeutidae","acrolepiopsis assectella","&nbsp;"
"micro moths","yponomeutidae","acrolepiopsis marcidella","&nbsp;"
"micro moths","yponomeutidae","argyresthia trifasciata","&nbsp;"
"micro moths","yponomeutidae","digitivalva perlepidella","&nbsp;"
"micro moths","yponomeutidae","ochsenheimeria vacculella","&nbsp;"
"micro moths","yponomeutidae","yponomeuta rorrella","&nbsp;"
"micro moths","yponomeutidae","yponomeuta sedella","&nbsp;"
"micro moths","yponomeutidae","ypsolopha lucella","&nbsp;"
"non-vascular plants: liverworts","anthocerotaceae","phaeoceros carolinianus","&nbsp;"
"non-vascular plants: liverworts","lophoziaceae","lophozia capitata","&nbsp;"
"non-vascular plants: liverworts","lophoziaceae","lophozia perssonii","&nbsp;"
"non-vascular plants: liverworts","pallaviciniaceae","pallavicinia lyellii","&nbsp;"
"non-vascular plants: stoneworts","characeae","nitella gracilis","&nbsp;"
"non-vasular plants: mosses","bryaceae","bryum knowltonii","&nbsp;"
"non-vasular plants: mosses","orthotrichaceae","zygodon forsteri","&nbsp;"
"non-vasular plants: mosses","pottiaceae","tortula vahliana","&nbsp;"
"orthoptera","acrididae","stenobothrus lineatus","essex endangered"
"other hymenoptera","abiinae","abia sericea","&nbsp;"
"other hymenoptera","chalcididae","chalcis biguttata","&nbsp;"
"other hymenoptera","chalcididae","chalcis sispes","&nbsp;"
"other hymenoptera","selandriinae","brachythops flavens","&nbsp;"
"pseudoscorpions","cheiridiidae","cheiridium museorum","&nbsp;"
"pseudoscorpions","cheliferidae","chelifer cancroides","&nbsp;"
"pseudoscorpions","cheliferidae","dactylochelifer latreillei","regionally important?"
"pseudoscorpions","chernetidae","allochernes wideri","&nbsp;"
"pseudoscorpions","chernetidae","dinocheirus panzeri","&nbsp;"
"pseudoscorpions","chernetidae","pselaphochernes dubius","&nbsp;"
"pseudoscorpions","chernetidae","pselaphochernes scorpioides","&nbsp;"
"pseudoscorpions","chthoniidae","chthonius kewi","regionally important"
"pseudoscorpions","chthoniidae","chthonius tetrachelatus","&nbsp;"
"pseudoscorpions","neobisiidae","neobisium carpenteri agg.","regionally important"
"slime moulds","&nbsp;","badhamia populina","&nbsp;"
"slime moulds","&nbsp;","didymium laxifila","&nbsp;"
"slime moulds","&nbsp;","fuligo cinerea","&nbsp;"
"slime moulds","&nbsp;","oligonema flavidum","&nbsp;"
"slime moulds","&nbsp;","physarum straminipes","&nbsp;"
"slime moulds","&nbsp;","stemonitopsis microspora","&nbsp;"
"snails & slugs","aciculidae","acicula fusca","&nbsp;"
"snails & slugs","ancylidae","ferrissia wautieri","&nbsp;"
"snails & slugs","arionidae","milax gigates","&nbsp;"
"snails & slugs","assimineidae","assiminea grayana","&nbsp;"
"snails & slugs","bithyniidae","bithynia leachii","&nbsp;"
"snails & slugs","boettgerillidae","boettgerilla pallens","&nbsp;"
"snails & slugs","chondrinidae","abida secale","&nbsp;"
"snails & slugs","clausiliidae","balea biplicata","&nbsp;"
"snails & slugs","clausiliidae","balea perversa","&nbsp;"
"snails & slugs","cochlicopidae","azeca goodalli","&nbsp;"
"snails & slugs","dreissenidae","dreissena polymorpha","&nbsp;"
"snails & slugs","ellobiidae","leucophytia bidentata","&nbsp;"
"snails & slugs","helicidae","arianta arbustorum","&nbsp;"
"snails & slugs","helicidae","ashfordia granulata","&nbsp;"
"snails & slugs","helicidae","candidula gigaxii","&nbsp;"
"snails & slugs","helicidae","cernuella virgata","&nbsp;"
"snails & slugs","helicidae","helicella itala","&nbsp;"
"snails & slugs","helicidae","helicigona lapicida","&nbsp;"
"snails & slugs","helicidae","helix pomatia","&nbsp;"
"snails & slugs","helicidae","perforatella rubiginosa","&nbsp;"
"snails & slugs","hydrobiidae","hydrobia neglecta","&nbsp;"
"snails & slugs","hydrobiidae","hydrobia ventrosa","&nbsp;"
"snails & slugs","hydrobiidae","mercuria confusa","&nbsp;"
"snails & slugs","limacidae","limax cinereoniger","&nbsp;"
"snails & slugs","limacidae","limax flavus","&nbsp;"
"snails & slugs","limacidae","malacolimax tenellus","&nbsp;"
"snails & slugs","lymnaeidae","lymnaea glabra","&nbsp;"
"snails & slugs","physidae","aplexa hypnorum","&nbsp;"
"snails & slugs","planorbidae","gyraulus laevis","&nbsp;"
"snails & slugs","planorbidae","menetus dilatatus","&nbsp;"
"snails & slugs","planorbidae","segmentina nitida","&nbsp;"
"snails & slugs","pomatiasidae","pomatias elegans","&nbsp;"
"snails & slugs","pupillidae","pupilla muscorum","&nbsp;"
"snails & slugs","sphaeriidae","pisidium hibernicum","&nbsp;"
"snails & slugs","sphaeriidae","pisidium moitessierianum","&nbsp;"
"snails & slugs","sphaeriidae","pisidium obtusale","&nbsp;"
"snails & slugs","sphaeriidae","pisidium pulchellum","&nbsp;"
"snails & slugs","sphaeriidae","pisidium supinum","&nbsp;"
"snails & slugs","sphaeriidae","sphaerium rivicola","&nbsp;"
"snails & slugs","succineidae","oxyloma sarsi","&nbsp;"
"snails & slugs","testacellidae","testacella haliotidea","&nbsp;"
"snails & slugs","testacellidae","testacella scutulum","&nbsp;"
"snails & slugs","truncatellidae","truncatella subcylindrica","&nbsp;"
"snails & slugs","unionidae","unio pictorum","&nbsp;"
"snails & slugs","unionidae","unio tumidus","&nbsp;"
"snails & slugs","vertiginidae","columella edentula agg.","&nbsp;"
"snails & slugs","vertiginidae","vertigo antivertigo","&nbsp;"
"snails & slugs","vertiginidae","vertigo moulinsiana","&nbsp;"
"snails & slugs","vertiginidae","vertigo pygmaea","&nbsp;"
"snails & slugs","vertiginidae","vertigo substriata","&nbsp;"
"snails & slugs","viviparidae","viviparus contectus","&nbsp;"
"spiders","agelenidae","textrix denticulata","essex endangered"
"spiders","amaurobiidae","coelotes atropos","essex vulnerable"
"spiders","araneidae","araneus marmoreus var. pyramidatus","essex vulnerable"
"spiders","araneidae","araneus sturmi","essex threatened"
"spiders","araneidae","araniella displicata","essex endangered"
"spiders","araneidae","araniella inconspicua","regionally important"
"spiders","araneidae","cercidia prominens","essex threatened"
"spiders","araneidae","larinioides sclopetarius","essex threatened"
"spiders","araneidae","mangora acalypha","essex threatened"
"spiders","araneidae","singa hamata","essex threatened"
"spiders","araneidae","zilla diodia","regionally important"
"spiders","atypidae","atypus affinis","essex threatened"
"spiders","clubionidae","clubiona juvenis","essex vulnerable"
"spiders","dictynidae","argenna patula","essex threatened"
"spiders","dictynidae","dictyna pusilla","essex endangered"
"spiders","dictynidae","nigma puella","regionally important"
"spiders","dictynidae","nigma walckenaeri","regionally important"
"spiders","dysderidae","harpactea rubicunda","essex endangered"
"spiders","gnaphosidae","drassodes pubescens","essex threatened"
"spiders","gnaphosidae","drassyllus lutetianus","essex vulnerable"
"spiders","gnaphosidae","haplodrassus dalmatensis","essex vulnerable"
"spiders","gnaphosidae","haplodrassus minor","essex threatened"
"spiders","gnaphosidae","haplodrassus silvestris","essex threatened"
"spiders","gnaphosidae","haplodrassus umbratilis","essex endangered"
"spiders","gnaphosidae","micaria subopaca","essex endangered"
"spiders","gnaphosidae","trachyzelotes pedestris","regionally important"
"spiders","gnaphosidae","zelotes electus","essex threatened"
"spiders","gnaphosidae","zelotes longipes","essex endangered"
"spiders","gnaphosidae","zelotes petrensis","essex endangered"
"spiders","gnaphosidae","zelotes subterraneus","essex threatened"
"spiders","hahniidae","hahnia pusilla","essex threatened"
"spiders","linyphiidae","agyneta cauta","essex vulnerable"
"spiders","linyphiidae","agyneta ramosa","essex threatened"
"spiders","linyphiidae","agyneta subtilis","essex threatened"
"spiders","linyphiidae","allomengea scopigera","essex threatened"
"spiders","linyphiidae","allomengea vidua","essex threatened"
"spiders","linyphiidae","araeoncus crassiceps","essex endangered"
"spiders","linyphiidae","baryphyma duffeyi","essex vulnerable"
"spiders","linyphiidae","baryphyma trifrons","essex endangered"
"spiders","linyphiidae","bolyphantes luteolus","essex endangered"
"spiders","linyphiidae","centromerus capucinus","essex threatened"
"spiders","linyphiidae","centromerus incilium","regionally important"
"spiders","linyphiidae","centromerus prudens","essex threatened"
"spiders","linyphiidae","centromerus serratus","essex threatened"
"spiders","linyphiidae","ceratinella scabrosa","essex threatened"
"spiders","linyphiidae","donacochara speciosa","essex endangered"
"spiders","linyphiidae","drepanotylus uncatus","essex endangered"
"spiders","linyphiidae","entelecara congenera","essex threatened"
"spiders","linyphiidae","entelecara flavipes","essex endangered"
"spiders","linyphiidae","erigone arctica","essex threatened"
"spiders","linyphiidae","erigone promiscua","essex endangered"
"spiders","linyphiidae","gongylidiellum latebricola","essex vulnerable"
"spiders","linyphiidae","halorates distinctus","essex endangered"
"spiders","linyphiidae","halorates reprobus","regionally important"
"spiders","linyphiidae","hypomma fulvum","essex threatened"
"spiders","linyphiidae","lepthyphantes insignis","essex threatened"
"spiders","linyphiidae","meioneta mollis","essex vulnerable"
"spiders","linyphiidae","meioneta simplicitarsis","regionally important"
"spiders","linyphiidae","micrargus apertus","&nbsp;"
"spiders","linyphiidae","midia midas","essex threatened"
"spiders","linyphiidae","mioxena blanda","essex threatened"
"spiders","linyphiidae","neriene furtiva","essex endangered"
"spiders","linyphiidae","pelecopsis mengei","essex threatened"
"spiders","linyphiidae","pelecopsis nemoralioides","essex threatened"
"spiders","linyphiidae","porrhomma campbelli","essex endangered"
"spiders","linyphiidae","porrhomma convexum","essex threatened"
"spiders","linyphiidae","porrhomma egeria","essex endangered"
"spiders","linyphiidae","porrhomma errans","essex threatened"
"spiders","linyphiidae","porrhomma montanum","essex endangered"
"spiders","linyphiidae","porrhomma oblitum","essex threatened"
"spiders","linyphiidae","porrhomma pallidum","essex endangered"
"spiders","linyphiidae","prinerigone vagans","essex threatened"
"spiders","linyphiidae","saaristoa firma","essex threatened"
"spiders","linyphiidae","saloca diceros","essex threatened"
"spiders","linyphiidae","silometopus elegans","essex threatened"
"spiders","linyphiidae","sintula corniger","essex threatened"
"spiders","linyphiidae","syedra gracilis","essex threatened"
"spiders","linyphiidae","tmeticus affinis","essex endangered"
"spiders","linyphiidae","trematocephalus cristatus","essex endangered"
"spiders","linyphiidae","trichoncus hackmani","essex vulnerable"
"spiders","linyphiidae","trichopterna cito","essex endangered"
"spiders","linyphiidae","trichopterna thorelli","essex threatened"
"spiders","linyphiidae","typhochrestus digitatus","essex threatened"
"spiders","linyphiidae","walckenaeria capito","essex threatened"
"spiders","linyphiidae","walckenaeria furcillata","essex threatened"
"spiders","linyphiidae","walckenaeria incisa","essex endangered"
"spiders","linyphiidae","walckenaeria kochi","essex threatened"
"spiders","linyphiidae","walckenaeria monoceros","essex threatened"
"spiders","linyphiidae","walckenaeria nodosa","essex endangered"
"spiders","linyphiidae","walckenaeria obtusa","essex threatened"
"spiders","linyphiidae","wiehlea calcarifera","essex endangered"
"spiders","liocranidae","agraecina striata","essex threatened"
"spiders","liocranidae","phrurolithus minimus","essex threatened"
"spiders","liocranidae","scotina celans","essex threatened"
"spiders","lycosidae","alopecosa barbipes","essex threatened"
"spiders","lycosidae","alopecosa cuneata","essex threatened"
"spiders","lycosidae","arctosa fulvolineata","essex endangered"
"spiders","lycosidae","arctosa leopardus","essex vulnerable"
"spiders","lycosidae","pardosa agrestis","regionally important"
"spiders","lycosidae","pardosa monticola","essex threatened"
"spiders","lycosidae","pardosa proxima","essex endangered"
"spiders","lycosidae","pirata tenuitarsis","essex endangered"
"spiders","lycosidae","pirata uliginosus","essex threatened"
"spiders","lycosidae","trochosa robusta","essex endangered"
"spiders","lycosidae","trochosa spinipalpis","essex endangered"
"spiders","lycosidae","xerolycosa miniata","essex vulnerable"
"spiders","lycosidae","xerolycosa nemoralis","essex threatened"
"spiders","mimetidae","ero tuberculata","essex threatened"
"spiders","nesticidae","nesticus cellulanus","essex endangered"
"spiders","oonopidae","orchestina sp.","essex endangered"
"spiders","philodromidae","philodromus collinus","regionally important"
"spiders","philodromidae","philodromus fallax","essex endangered"
"spiders","philodromidae","philodromus histrio","regionally important"
"spiders","philodromidae","philodromus longipalpis","essex threatened"
"spiders","philodromidae","philodromus margaritatus","essex endangered"
"spiders","philodromidae","tibellus maritimus","essex vulnerable"
"spiders","salticidae","bianor aurocinctus","regionally important"
"spiders","salticidae","evarcha arcuata","essex endangered"
"spiders","salticidae","heliophanus auratus","essex vulnerable"
"spiders","salticidae","marpissa muscosa","essex threatened"
"spiders","salticidae","myrmarachne formicaria","essex endangered"
"spiders","salticidae","pseudeuophrys obsoleta","essex threatened"
"spiders","salticidae","salticus cingulatus","essex threatened"
"spiders","salticidae","salticus zebraneus","regionally important"
"spiders","salticidae","sitticus distinguendus","essex endangered"
"spiders","salticidae","sitticus inexpectus","essex threatened"
"spiders","salticidae","sitticus saltator","essex vulnerable"
"spiders","salticidae","synageles venator","essex endangered"
"spiders","tetragnathidae","meta bourneti","essex endangered"
"spiders","tetragnathidae","meta menardi","essex threatened"
"spiders","tetragnathidae","tetragnatha pinicola","regionally important"
"spiders","tetragnathidae","tetragnatha striata","essex endangered"
"spiders","theridiidae","achaearanea riparia","essex vulnerable"
"spiders","theridiidae","achaearanea simulans","regionally important"
"spiders","theridiidae","anelosimus aulicus","essex endangered"
"spiders","theridiidae","dipoena inornata","essex endangered"
"spiders","theridiidae","enoplognatha mordax","regionally important"
"spiders","theridiidae","episinus maculipes","essex endangered"
"spiders","theridiidae","episinus truncatus","essex endangered"
"spiders","theridiidae","euryopis flavomaculata","essex threatened"
"spiders","theridiidae","robertus neglectus","essex threatened"
"spiders","theridiidae","steatoda grossa","essex threatened"
"spiders","theridiidae","steatoda phalerata","essex endangered"
"spiders","theridiidae","theridion blackwalli","&nbsp;"
"spiders","theridiidae","theridion familiare","essex threatened"
"spiders","theridiidae","theridion impressum","essex threatened"
"spiders","theridiidae","theridion pictum","essex threatened"
"spiders","theridiidae","theridion pinastri","essex threatened"
"spiders","theridiosomatidae","theridiosoma gemmosum","essex endangered"
"spiders","thomisidae","diaea dorsata","essex threatened"
"spiders","thomisidae","ozyptila atomaria","essex threatened"
"spiders","thomisidae","ozyptila blackwalli","essex endangered"
"spiders","thomisidae","ozyptila trux","essex threatened"
"spiders","thomisidae","thomisus onustus","essex endangered"
"spiders","thomisidae","xysticus acerbus","essex endangered"
"spiders","thomisidae","xysticus audax","essex threatened"
