"{|1}","ist autor von","wird erw�hnt in"
"espen andersen","using wikis in a corporate context(2005) &nbsp;&nbsp;&nbsp;","{konstruktion und kommunikation von wissen mit wikis}"
"knut g. andersen","electronic networks in political activities(2006) (erschienen in informal learning and digital media)",""
"benjamin r. anderson","xen worlds(2009) (erschienen in iticse 2009)",""
"chris anderson","the simple choice(2005) (erschienen in the knowledge revolution)",""
"craig a. anderson","violent video game effects on children and adolescents(2007)","{elterlicher zorn �ber videogame-gewalt|videospiele: 10. kunst oder teufelszeug|hanging out messing around and geeking out}"
"janna quitney anderson","the future of the internet(2005) &nbsp;&nbsp;the future of the internet iv(2010) &nbsp;&nbsp;&nbsp;the future of the internet ii(2006) &nbsp;&nbsp;&nbsp;the future of the internet iii(2008) &nbsp;&nbsp;&nbsp;",""
"john anderson","re-schooling and information communication technology(2006) (erschienen in handbook of research on literacy in technology at the k-12 level)",""
"lorin w. anderson","a taxonomy for learning teaching and assessing(2000)","{can educational research be both rigorous and relevant?|roadmap to e-learning @eth zurich|infos 2007 - didaktik der informatik in theorie und praxis|�berwindung von schranken durch e-learning|das 4-schritte-modell|wir evaluieren uns zu tode|informatics education - supporting computational thinking|fachdidaktische diskussion von informatiksystemen und der kompetenzentwicklung im informatikunterricht|learning to solve problems|wissensgemeinschaften|kreativit�t im informatikunterricht}"
"neil anderson","because it�s boring irrelevant and i don�t like computers(2007) &nbsp;&nbsp;&nbsp;","{education and career pathways in information communication technology}"
"nicole anderson","exploring technologies for building collaborative learning communities among diverse student populations(2009) (erschienen in iticse 2009)",""
"paul anderson","the future of human-computer interaction(2006) (erschienen in emerging technologies for learning)",""
"richard anderson","classroom presenter(2007)classroom presenter(2006)",""
"ruth anderson","classroom presenter(2006)classroom presenter(2007)",""
"stuart anderson","learning by game-building(2007) (erschienen in iticse 2007)",""
"terry anderson","the theory and practice of online learning(2008) &nbsp;&nbsp;&nbsp;theory and practice of online learning(2004) &nbsp;&nbsp;ples versus lms(2006) &nbsp;&nbsp;&nbsp;a framework for analysing critical thinking in computer conferences(2001) &nbsp;","{social software|e-learning|elearning papers nr. 9|the ple conference|international journal of virtual and personal learning environments vol. 2 no. 4}"
"william g. anderson","handbook of distance education(2003) &nbsp;&nbsp;","{a pedagogical framework for mobile learning}"
"siv anderssson","theory-anchored evaluation applied to a cscl intense course in bioinformatics(2001) (erschienen in euro-cscl)",""
"adriana andrade braga","nethnography(2008) (erschienen in handbook of research on web log analysis)",""
"oliver andre","mobile lehr- und lernszenarien(2004) (erschienen in delfi 2004)",""
"hella andr�","wer ist harald gansert?(1984) (erschienen in daten-schatten)",""
"j. andrew bangham","linking real-time measurement with cal(1990) (erschienen in iccal '90)",""
"gregory r. andrews","concurrent programming(1991) &nbsp;",""
"richard andrews","developing writers(2011) &nbsp;&nbsp;",""
"jerry andriessen","arguing to learn(2003)rainbow(2007) (erschienen in international journal of computer-supported collaborative learning volume 2)designing argumentation tools for collaborative learning(2003)arguing to learn(2006) (erschienen in the cambridge handbook of the learning sciences)","{wikis to support the collaborative part of collaborative learning|the pedagogical challenges to collaborative technologies|learning to solve problems|international journal of computer-supported collaborative learning volume 6}"
"stephen j. andriole","the 7 habits of highly effective technology leaders(2007) &nbsp;&nbsp;&nbsp;",""
"carola androwski","der schweizerische bildungsserver auf dem pr�fstand(2003) (erschienen in log in 122/123/2003)stand der aus- und weiterbildung der lehrpersonen im bereich ict und medienp�dagogik(2006) &nbsp;&nbsp;&nbsp;","{expertise medien und ict|ict und bildung in der schweiz 2007}"
"d. calvin andrus","the wiki and the blog(2005) &nbsp;&nbsp;&nbsp;","{hands-on knowledge co-creation and sharing}"
"g�nther anfang","handy(2006)","{identit�t|die entwicklung des umgangs mit dem handy bei kindern und jugendlichen|mobiles lernen}"
"natalya angapova","search on enterprise wiki(2010) (erschienen in wikisym 2010)",""
"albert angehrn","behind educhallenge(2005) &nbsp;&nbsp;&nbsp;educhallenge learning scenarios(2006) &nbsp;&nbsp;&nbsp;","{e-strategy}"
"albert a. angehrn","the l2c project(2006) (erschienen in innovative approaches for learning and knowledge sharing)",""
"{|�}","ist autor von","wird erw�hnt in"
"j. �ngel vel�zquez-iturbide","interactive visualization of recursion with srec(2009) (erschienen in iticse 2009)vast(2009) (erschienen in iticse 2009)a problem solving teaching guide based on a procedure intertwined with a teaching model(2011) (erschienen in iticse 2011)the design and coding of greedy algorithms revisited(2011) (erschienen in iticse 2011)student-centered design of a parser visualization tool(2010) (erschienen in iticse 2010)improving compilers education through symbol tables animations(2011) (erschienen in iticse 2011)srec(2008) (erschienen in iticse 2008)a first step mapping ims learning design and merlin-mo(2011) (erschienen in iticse 2011)tail recursion by using function generalization(2009) (erschienen in iticse 2009)merlin-mo an interactions analysis system for moodle(2011) (erschienen in iticse 2011)active learning of greedy algorithms by means of interactive experimentation(2009) (erschienen in iticse 2009)a framework for the automatic generation of algorithm animations based on design techniques(2007) (erschienen in creating new learning experiences on a global scale)",""
"{|a}","ist autor von","wird erw�hnt in"
"charoula angeli","a socio-technical analysis of factors affecting the integration of ict in primary and secondary education(2006) (erschienen in handbook of research on literacy in technology at the k-12 level)epistemological and methodological issues for the conceptualization development and assessment of ict-tpck(2009) &nbsp;&nbsp;&nbsp;",""
"marc ang�lil","arc-line: architecture on-line(2002) &nbsp;",""
"harald angerer","unterrichtsentwicklung via elearning(2009)",""
"lukas angerer","course management with trucstudio(2008) (erschienen in iticse 2008)",""
"katja angerh�fer","wartung und support von schulnetzwerken(2003) &nbsp;&nbsp;","{konzepte und wirkungszusammenh�nge bei beschaffung und betrieb von informatikmitteln an schulen}"
"rosana angl�s","wikimob(2008) (erschienen in wikisym 2008)",""
"joshua angrist","new evidence on classroom computers and pupil learning(2002) &nbsp;&nbsp;&nbsp;","{computers and student learning}"
"claudia ang-stein","understanding media evolution(2011) &nbsp;&nbsp;&nbsp;",""
"the anh vuong","e-learning im second life(2008) (erschienen in delfi 2008)",""
"sabine aniol","muss das sein?(2005) (erschienen in alltagskompetenz internet)",""
"anjo anjewierden","shared conceptualisations in weblogs(2005) &nbsp;&nbsp;&nbsp;finding the life between buildings(2005) &nbsp;&nbsp;&nbsp;","{erkundungen des bloggens}"
"mojisola anjorin","optimizing collaborative learning processes by using recommendation systems(2011) (erschienen in iticse 2011)crokodil(2011) (erschienen in iticse 2011)aufgabenprototypen zur unterst�tzung der selbststeuerung im ressourcen-basierten lernen (2011) (erschienen in delfi 2011)",""
"hans anliker","die modularisierung der ausbildung von primarlehrerinnen und -lehrern an der p�dagogischen hochschule nordwestschweiz (phnw) abteilung liestal (2006) (erschienen in modularisierung an p�dagogischen hochschulen und die folgen - eine zwischenbilanz)",""
"lois ann hesser","the sum of the parts is greater than the whole in online graduate education(1992) (erschienen in iccal '92)",""
"leonard a. annetta","serious games(2006) (erschienen in educause quarterly 3/2006)","{bringing schools into the 21st century}"
"anonymus","surfen durch das nirvana(1998) &nbsp;",""
"alana m. anoskey","text and graphics in instructional design(1992) (erschienen in iccal '92)",""
"andrea ansch�tz","kombination und integration von qualitativen und quantitativen forschungsmethoden in einem interdisziplin�ren forschungsprojekt(2010) (erschienen in didaktik der informatik - m�glichkeiten empirischer forschungsmethodenund perspektiven der fachdidaktik)",""
"craig anslow","wikipublisher(2009) (erschienen in wikisym 2009)towards end-user programming with wikis(2008) &nbsp;&nbsp;",""
"uwe ansorge","grundschule in der wissensgesellschaft (2003) (erschienen in log in 121/2003)",""
"karl-heinz ansteeg","netze in allgemeinbildenden schulen(1989) (erschienen in zukunftsperspektiven der informatik f�r schule und ausbildung)",""
"conny h. antoni","teamarbeit gestalten(2000) &nbsp;",""
"jose antonio delgado","personalized links recommendation based on data mining in adaptive educational hypermedia systems(2007) (erschienen in creating new learning experiences on a global scale)",""
"peter k. antonitsch","siehe peter k. antonitsch","siehe peter k. antonitsch"
"hiroyuki aoki","development of an educational system to control robots for all students(2008) &nbsp;&nbsp;&nbsp;proposal for teaching manufacturing and control programming using autonomous mobile robots with an arm(2008) (erschienen in informatics education - supporting computational thinking)",""
"miriam apffelstaedt","service learning an hochschulen: das augsburger modell(2011) &nbsp;&nbsp;",""
"rudolf apflauer","schule online(2000) &nbsp;&nbsp;","{konstruktives lernen mit neuen medien|schule im bannkreis der neuen medien|information und lernen mit multimedia|lehren und lernen mit ikt i}"
"mikko apiola","creativity and intrinsic motivation in computer science education(2010) (erschienen in iticse 2010)",""
"nicolas apostolopoulos","siehe nicolas apostolopoulos","siehe nicolas apostolopoulos"
"arjun appadurai","modernity at large(1996) &nbsp;&nbsp;","{jahrbuch medienp�dagogik 7|hanging out messing around and geeking out}"
"christine appel","skype-based tandem language learning and web 2.0(2008) (erschienen in handbook of research on web 2.0 and second language learning)",""
"hans-j�rgen appelrath","kostenpflichtiger content in lernportalen(2004) &nbsp;&nbsp;&nbsp;",""
"ralf appelt","medien & bildung(2011) &nbsp;&nbsp;","{wissensgemeinschaften|5 jahre zeitschrift f�r e-learning|kritische informations- und medienkompetenz}"
"wolfgang appelt","telekooperation in offenen sozialen gruppen(1999) (erschienen in log in 3/4/1999)bscl- basic support for collaborative learning(2003) (erschienen in delfi 2003)plattformen(2004) (erschienen in cscl-kompendium)","{studieren neu erfinden - hochschule neu denken}"
"apple","iphones human interface guidelines(2008) &nbsp;&nbsp;&nbsp;ios 5 education(2012) &nbsp;&nbsp;&nbsp;apple classrooms of  tomorrow - today(2008) &nbsp;&nbsp;&nbsp;","{staying power|steve jobs|book: a futurist's manifesto|a brief history of computing}"
"bryan appleyard","why microsoft and intel tried to kill the xo $100 laptop(2008)",""
"anne gates applin","computing research methods multi-perspective digital library(2008) (erschienen in iticse 2008)",""
"abdelhak aqqal","the macro design as an own task in wbt production(2007) (erschienen in creating new learning experiences on a global scale)",""
"yvette m. aqui","putting the pieces together(2007) (erschienen in international journal of computer-supported collaborative learning volume 2)",""
"thomas von aquin","","{�kologie des geistes}"
"sousan arafeh","writing technology and teens(2008) &nbsp;&nbsp;","{the digital scholar|hanging out messing around and geeking out}"
"cecilia r. aragon","a tale of two online communities(2009) &nbsp;&nbsp;",""
"diana aragon","a tale of two online communities(2009) &nbsp;&nbsp;",""
"dordaneh arangeh","ict-strategie an der eth z�rich(2008)",""
"farhad arbab","computing and interaction(2006)",""
"ursula arbeiter","computer machen dick dumm und gewaltt�tig?(2007)","{expertise medien und ict}"
"arbeitsgruppe e-education der satw","siehe arbeitsgruppe e-education der satw","siehe arbeitsgruppe e-education der satw"
"arbeitsgruppe e-society der satw","siehe arbeitsgruppe e-society der satw","siehe arbeitsgruppe e-society der satw"
