"name","latest version","description"
"babel","1.6-5","molecular modelling file converter"
"backtickname","1.3-dmacks20040329-1","pipe utility &quot;y&quot;: treat backticks as filename"
"backupbouncer","0.2.0-10","test-suite for backup software"
"bacula","2.2.8-4","network backup software"
"bacula-dir","2.2.8-4","director for bacula"
"bacula-fd","2.2.8-4","file daemon / client for bacula"
"bacula-gnome2-console","2.2.8-4","bacula gnome2 console"
"bacula-sd","2.2.8-4","storage daemon for bacula"
"baghira","0.8-2","kde - a perky imitation of apple's osx look"
"bakery","2.4.4-3","c++ framework for creating gnome apps"
"bakery-2.4-shlibs","2.4.4-3","c++ shared libraries for bakery"
"bakery2.6","2.6.3-2","c++ framework for creating gnome apps"
"bakery2.6-shlibs","2.6.3-2","c++ shared libraries for bakery"
"balsa","2.3.26-6","versatile email client for gnome"
"balz","1.15-1002","file compressor high compression ratio"
"bandwidthcalc","0.2-3","file transfer time calculator for gnome"
"bap","1.2-1","abnf verifier"
"barcode","0.98-13","barcoding generation lib and cli front-end"
"barrage","1.0.2-3","simple violent action game"
"base-files","1.9.8-1","directory infrastructure"
"base64","1.3-1","encode and decode base 64 encoded files"
"bash","4.2-1","the gnu bourne again shell"
"bash-completion","1.3-2","command-line completions for bash"
"bash-doc","4.2-1","extra documentation for the gnu bash shell"
"bashcritic","0.3.3-102","tool checks shell scripts for common pitfalls"
"basket4-mac","1.81-4","multi-purpose note-taking application"
"basket4-mac-shlibs","1.81-4","common text-edit shared library"
"batik","1.6-1","java svg toolkit"
"batrachians","0.1.4-1002","fly-eating frog game"
"battleworms","1.2-2","clone of classic dos game &quot;achtung die kurve&quot;"
"baz","1.4.2-1","improved (but obsolete) gnu arch client"
"bazaar","2.5.0-1","distributed scm"
"bbdb","2.35-5","maintain within emacs a rolodex-like database"
"bbkeys","0.8.4-1022","key binding handler for blackbox"
"bbmail","0.8.3-1002","email-watcher designed for use with blackbox"
"bbpager","0.3.1-1001","pager tool for the blackbox window manager"
"bbtool","1.9-1001","de-multiplexs and gets info on mpeg files"
"bc","1.06-1024","arbitrary precision numeric processor"
"bcel","5.2-2","byte code engineering library"
"bchunk","1.1.1-1","cd image converter (bin/cue to iso/cdr/wav)"
"bcrypt","1.1-1","cross platform file encryption utility"
"bdec-py26","0.7.0-1","set of tools for decoding binary files"
"bdec-py27","0.7.0-1","set of tools for decoding binary files"
"bdist-mpkg-py24","0.4.4-2","build os x installer packages from distutils"
"bdist-mpkg-py25","0.4.4-2","build os x installer packages from distutils"
"bdist-mpkg-py26","0.4.4-2","build os x installer packages from distutils"
"beaker-py25","1.6.3-1","session and cachine with wsgi middleware"
"beaker-py26","1.6.3-1","session and cachine with wsgi middleware"
"beaker-py27","1.6.3-1","session and cachine with wsgi middleware"
"beaker-py31","1.6.3-1","session and cachine with wsgi middleware"
"beaker-py32","1.6.3-1","session and cachine with wsgi middleware"
"beanshell","2.0b4-1","lightweight scripting for java"
"beautifulsoup-py24","3.0.7a-1","python html/xml parser"
"beautifulsoup-py25","3.0.7a-1","python html/xml parser"
"beautifulsoup-py26","3.0.7a-1","python html/xml parser"
"beecrypt6","4.1.2-11","fast cryptographic toolkit"
"beecrypt6-shlibs","4.1.2-11","shared libraries for beecrypt"
"beediff","1.9-1004","qt4-based textfile comparison"
"beediff-aqua","1.9-1003","qt4-based textfile comparison aqua version"
"beep-media-player","0.9.7.1-1006","beep media player headers and libraries"
"beep-media-player-bin","0.9.7.1-1006","beep media player for the x window system"
"beep-media-player-shlibs","0.9.7.1-1006","beep media player shared libraries"
"beeswax","0.2.0-1","information management system"
"benchmark-oct305","1.1.1-2","benchmark the speed of octave"
"benchmark-oct324","1.1.1-2","benchmark the speed of octave"
"benchmark-oct343","1.1.1-2","benchmark the speed of octave"
"benchmark-oct360","1.1.1-2","benchmark the speed of octave"
"benchmark-oct361","1.1.1-2","benchmark the speed of octave"
"bencode-pm","1.4-1","bittorrent serialisation format"
"beneath-a-steel-sky","0.0372-2","science fiction adventure game"
"berkeleydb-pm5100","0.51-1","perl interface to berkeley db library"
"berkeleydb-pm586","0.51-1","perl interface to berkeley db library"
"berkeleydb-pm588","0.51-1","perl interface to berkeley db library"
"bfast","0.6.4b-2","blat-like fast accurate search tool"
"bfd-pm","0.31-1","perl module to dump data structures"
"biabconverter","0.6.8-2","band-in-a-box to mma / lilypond converter"
"bibclean","2.11.4-2","bibtex prettyprinter and syntax checker"
"bibtex2html","1.97-1","bibtex to html translator"
"bibtool","2.48-1","manipulate bibtex databases"
"bidwatcher","1.3.17-1014","gtk auction management/snipe tool for ebay"
"biggles-py24","1.6.6-1","python module for 2d scientific plotting"
"biggles-py25","1.6.6-1","python module for 2d scientific plotting"
"biggles-py26","1.6.6-1","python module for 2d scientific plotting"
"biggles-py27","1.6.6-1","python module for 2d scientific plotting"
"biloba","0.6-3","turn based strategy game for up to 4 players"
"bim-oct305","0.0.7-2","box integration method package for octave"
"bim-oct324","1.0.2-2","box integration method package for octave"
"bim-oct343","1.0.2-2","box integration method package for octave"
"bim-oct360","1.0.2-2","box integration method package for octave"
"bim-oct361","1.0.2-2","box integration method package for octave"
"bind9","9.5.999-3","berkeley internet name domain"
"bind9-dev","9.5.999-3","berkeley internet name domain"
"bind9-shlibs","9.5.999-3","berkeley internet name domain"
"bind9-ssl","9.5.999-4","berkeley internet name domain"
"bind9-ssl-dev","9.5.999-4","berkeley internet name domain"
"bind9-ssl-shlibs","9.5.999-4","berkeley internet name domain"
"bing","1.1.3-1003","empirical stochastic bandwidth tester"
"binutils","2.20.1-6","collection of binary tools"
"binutils-dev","2.20.1-6","collection of binary tools"
"binutils-docs","2.22-1","documentation for the gnu binutils"
"biogrep","1.0-2","pattern matching helper"
"bioinfo-oct305","0.1.2-2","bioinformatics manipulation for octave"
"bioinfo-oct324","0.1.2-2","bioinformatics manipulation for octave"
"bioinfo-oct343","0.1.2-2","bioinformatics manipulation for octave"
"bioinfo-oct360","0.1.2-2","bioinformatics manipulation for octave"
"bioinfo-oct361","0.1.2-2","bioinformatics manipulation for octave"
"bioperl-pm5100","1.6.901-2","perl module for molecular biology"
"bioperl-pm586","1.6.901-2","perl module for molecular biology"
"bioperl-pm588","1.6.901-2","perl module for molecular biology"
"bioperl-run-pm5100","1.6.900-1","perl wrappers for bioinformatics"
"bioperl-run-pm586","1.6.900-1","perl wrappers for bioinformatics"
"bioperl-run-pm588","1.6.900-1","perl wrappers for bioinformatics"
"biopython-py24","1.54-1","python tools for computational biology"
"biopython-py25","1.54-1","python tools for computational biology"
"biopython-py26","1.54-1","python tools for computational biology"
"biopython-py27","1.54-1","python tools for computational biology"
"bioruby-rb18","1.4.0-1","open source bioinformatics library for ruby"
"bip","0.8.4-1002","irc proxy"
"biskit-py26","2.4.0-1","python platform for structural bioinformatics"
"biskit-py27","2.4.0-1","python platform for structural bioinformatics"
"bison","2.3-1003","parser generator"
"bit-vector-pm5100","7.1-1","efficient base class implementing bit vectors"
"bit-vector-pm586","7.1-1","efficient base class implementing bit vectors"
"bit-vector-pm588","7.1-1","efficient base class implementing bit vectors"
"bitchx","1.0c19-1032","advanced internet relay chat (irc) client"
"bitchx-common","1.0c19-1032","common files for bitchx"
"bitchx-gtk","1.0c19-32","advanced internet relay chat (irc) gui client"
"bitchx-gtk-ssl","1.0c19-33","advanced internet relay chat (irc) with gui"
"bitchx-ssl","1.0c19-1033","advanced internet relay chat (irc) client"
"bitlbee","3.0.3-2","irc to other networks gateway"
"bitstring-py26","2.2.0-1","python module to help you manage your bits"
"bitstring-py27","2.2.0-1","python module to help you manage your bits"
"bitstring-py31","2.2.0-1","python module to help you manage your bits"
"bitstring-py32","2.2.0-1","python module to help you manage your bits"
"bittorrent","4.0.1-1","tool for distributing files"
"bittorrent-x11","4.0.1-1","tool for distributing files"
"bitvector-py24","3.1-1","python bit arrays"
"bitvector-py25","3.1-1","python bit arrays"
"bitvector-py26","3.1-1","python bit arrays"
"bitvector-py27","3.1-1","python bit arrays"
"bitvector-py32","3.1-1","python bit arrays"
"bkchem","0.13.0.99-1","2d molecular drawing program"
"blackbox","0.70.1-1002","alternate window manager basic version"
"bladeenc","0.94.2-3","lgpl'ed mp3 encoder"
"blinken","3.5.8-1021","kde - &quot;simon&quot; clone"
"blinken4-mac","4.4.1-6","kde4 - simon says game"
"blinken4-x11","4.4.1-6","kde4 - simon says game"
"blitz","0.9-2","c++ class library for scientific computing"
"blitz-mac-dev","0.0.4-2002","obsolete: use 'qimageblitz-unified-mac' instead"
"blitz-mac-shlibs","0.0.4-2002","obsolete: use 'qimageblitz-unified-mac' instead"
"blitz-x11-dev","0.0.4-2002","obsolete: use 'qimageblitz-unified-x11' instead"
"blitz-x11-shlibs","0.0.4-2002","obsolete: use 'qimageblitz-unified-x11' instead"
"blobandconquer","1.08-2","3d platform shooting game"
"bloboats","1.0.1-1002","arcade-like boat racing game"
"blobwars","1.14-4","platform shooting game"
"blogilo4-mac","4.4.1-3","kde4 - blogging utility"
"blogilo4-x11","4.4.1-3","kde4 - blogging utility"
"blt","2.4z-17","toolkit for tcl/tk"
"blt-dev","2.4z-17","toolkit for tcl/tk"
"blt-man","2.4z-14","toolkit for tcl/tk"
"blt-shlibs","2.4z-17","toolkit for tcl/tk"
"bluefish","2.0.3-4","web-oriented text editor"
"bluefish-doc-html","1.0-6","bluefish documentation"
"bluefish-doc-pdf","1.0-6","bluefish documentation pdf-a4"
"bluefish-gnome2","2.0.3-4","web-oriented text editor"
"bluefish-gnome2-novfs","1.0.7-1002","web-oriented text editor"
"bluefish-gnomevfs2","1.0.7-1000","obsolete - replaced by bluefish-gnome2-novfs"
"bluefish-unstable","1.3.8-3","web-oriented text editor"
"bluefish-unstable-gnome2","1.3.8-3","web-oriented text editor"
"bmeps","1.2.7-3","convert png/jpeg/netpbm to eps"
"bmeps-dev","1.2.7-3","convert png/jpeg/netpbm to eps"
"bml","0.5.0-1003","buzz machine loader"
"bml-shlibs","0.5.0-1003","buzz machine loader"
"bmon","2.0.1-1012","bandwidth monitor"
"bmp2png","1.62-1","bmp to png graphics file conversion"
"bobs","0.1-2","sdl-based screensaver"
"bodr","9-2","blue obelisk data repository"
"bogofilter","1.2.0-2","bayesian spam filter tuned for speed"
"bomber4-mac","4.4.1-2","kde4 - arcade spaceship game"
"bomber4-x11","4.4.1-2","kde4 - arcade spaceship game"
"bomberclone","0.11.8-1002","bomberman-like sdl game"
"bomns","0.99.2-1002","fast-paced multiplayer deathmatch arcade game"
"bonobo","1.0.22-3","library for compound documents in gnome"
"bonobo-activation2","2.20.3-1","upgrader for gnome2.4-layout packages"
"bonobo-activation2-shlibs","2.20.3-1","upgrader for gnome2.4-layout packages"
"bonobo-dev","1.0.22-3","library for compound documents in gnome"
"bonobo-shlibs","1.0.22-3","library for compound documents in gnome"
"boo","0.9.3.3457-2","wrist-friendly language for the cli/mono"
"boost-foreach","2006.01.01-1","foreach looping construct for c++"
"boost-jam","3.1.16-1","extension of perforce jam make replacement"
"boost1.32-py24","1.32.0-1003","portable peer-review c++ source libraries"
"boost1.32-py24-shlibs","1.32.0-1003","boost c++ shared library files"
"boost1.33","1.33.1-1013","portable peer-review c++ source libraries"
"boost1.33-shlibs","1.33.1-1013","boost c++ shared library files"
"boost1.34.nopython","1.34.1-1006","boost c++ libraries: static and source libs"
"boost1.34.nopython-shlibs","1.34.1-1006","boost c++ libraries (shared libs)"
"boost1.34.python24","1.34.1-1006","boost c++ libraries: static and source libs"
"boost1.34.python24-shlibs","1.34.1-1006","boost c++ libraries (shared libs)"
"boost1.34.python25","1.34.1-1006","boost c++ libraries: static and source libs"
"boost1.34.python25-shlibs","1.34.1-1006","boost c++ libraries (shared libs)"
"boost1.34.systempython","1.34.1-1006","boost c++ libraries: static and source libs"
"boost1.34.systempython-shlibs","1.34.1-1006","boost c++ libraries (shared libs)"
"boost1.35.nopython","1.35.0-11","boost c++ libraries: static and source libs"
"boost1.35.nopython-shlibs","1.35.0-11","boost c++ libraries (shared libs)"
"boost1.35.python25","1.35.0-11","boost c++ libraries: static and source libs"
"boost1.35.python25-shlibs","1.35.0-11","boost c++ libraries (shared libs)"
"boost1.35.python26","1.35.0-11","boost c++ libraries: static and source libs"
"boost1.35.python26-shlibs","1.35.0-11","boost c++ libraries (shared libs)"
"boost1.35.python27","1.35.0-11","boost c++ libraries: static and source libs"
"boost1.35.python27-shlibs","1.35.0-11","boost c++ libraries (shared libs)"
"boost1.35.systempython","1.35.0-11","boost c++ libraries: static and source libs"
"boost1.35.systempython-shlibs","1.35.0-11","boost c++ libraries (shared libs)"
"boost1.41.cmake","1.41.0-13","boost c++ libraries"
"boost1.41.cmake-shlibs","1.41.0-13","boost c++ libraries"
"boost1.46.1.cmake","1.46.1-1","boost c++ libraries"
"boost1.46.1.cmake-shlibs","1.46.1-1","boost c++ libraries"
"bopm","3.1.3-4","blitzed open proxy monitor"
"boswars","2.6.1-1","futuristic real time strategy game"
"bot-basicbot-pm5100","0.88-1","simple irc bot baseclass"
"bot-basicbot-pm588","0.88-1","simple irc bot baseclass"
"botan","1.8.6-1","c++ cryptographic library"
"botan-shlibs","1.8.6-1","c++ cryptographic library"
"boto-py25","2.2.2-1","python interface to amazon web services"
"boto-py26","2.2.2-1","python interface to amazon web services"
"boto-py27","2.2.2-1","python interface to amazon web services"
"bouml","4.20-1002","uml toolbox"
"bovo4-mac","4.4.1-2","kde4 - gomoku board game"
"bovo4-x11","4.4.1-2","kde4 - gomoku board game"
"box","0.3.1-1","vector graphics language"
"boxer","0.3.3-1","gui editor for the box language"
"boxshade","3.3.1-2","pretty-prints multiple sequence alignments"
"bpalogin","2.0-12","login client for bigpond cable"
"breqn","0.94-2","latex - automatic equation line breaking"
"briquolo","0.5.7-1004","fast paced 3d breakout"
"brs","4.00.l1-8","bible retrieval system"
"brutalchess","0.5.2-1005","3d chess game inspired by battlechess"
"bsddb3-py26","5.3.0-1","python bindings for db53"
"bsddb3-py27","5.3.0-1","python bindings for db53"
"bsddb3-py31","5.3.0-1","python bindings for db53"
"bsddb3-py32","5.3.0-1","python bindings for db53"
"bsdiff","4.3-1","better diff generator for binary files"
"bsdsfv","1.18-2","all-in-one sfv file utility"
"bsdtar","2.7.0-2","freebsd's powerful tar and cpio"
"btpd","0.15-3","faceless bittorrent client with cli frontend"
"bubblemon","2.0.15-2","gnome panel applet displays load as bubbles"
"bug-buddy","2.6.1-1010","gnome bug reporting utility"
"bugfix-3.0.6-oct305","1.0-4","bug fixes for octave-3.0.5"
